,name,position,score,frequency,pubid,title,year
11,scheme,12,0.63,4,pub.1094570831,,2008
12,high-precision stage,13,0.6,7,pub.1094570831,,2008
13,paper,14,0.57,30,pub.1094570831,,2008
14,applications,15,0.53,27,pub.1094570831,,2008
15,disturbance observer,16,0.5,1,pub.1094570831,,2008
16,observers,17,0.47,2,pub.1094570831,,2008
17,results of simulation,18,0.43,2,pub.1094570831,,2008
18,results,19,0.4,56,pub.1094570831,,2008
19,simulations,20,0.37,26,pub.1094570831,,2008
20,experiments,21,0.33,31,pub.1094570831,,2008
21,advantages,22,0.3,17,pub.1094570831,,2008
22,viscosity model,23,0.27,1,pub.1094570831,,2008
23,model,24,0.23,23,pub.1094570831,,2008
24,combination,25,0.2,6,pub.1094570831,,2008
25,high-precision tracking control,26,0.17,1,pub.1094570831,,2008
26,tracking control,27,0.13,5,pub.1094570831,,2008
27,speed,28,0.1,6,pub.1094570831,,2008
28,precision tracking control,29,0.07,3,pub.1094570831,,2008
29,perfect tracking control,30,0.03,1,pub.1094570831,,2008
0,improvement,1,1.0,14,pub.1029556483,,2008
0,fabrication,1,1.0,23,pub.1033339565,,2008
1,multi-layer films,2,0.98,3,pub.1033339565,,2008
2,films,3,0.96,20,pub.1033339565,,2008
3,extreme ultraviolet lithography,4,0.94,6,pub.1033339565,,2008
4,ultraviolet lithography,5,0.92,7,pub.1033339565,,2008
5,lithography,6,0.9,36,pub.1033339565,,2008
6,circuit patterns,7,0.88,2,pub.1033339565,,2008
7,semiconductor wafers,8,0.86,1,pub.1033339565,,2008
8,wafers,9,0.84,18,pub.1033339565,,2008
9,light,10,0.82,23,pub.1033339565,,2008
10,two-cathode,11,0.8,2,pub.1033339565,,2008
11,magnetron sputtering apparatus,12,0.78,1,pub.1033339565,,2008
12,sputtering apparatus,13,0.76,1,pub.1033339565,,2008
13,apparatus,14,0.75,11,pub.1033339565,,2008
14,pairs,15,0.73,4,pub.1033339565,,2008
15,thick Si,16,0.71,1,pub.1033339565,,2008
16,Si,17,0.69,4,pub.1033339565,,2008
17,thick MoS,18,0.67,1,pub.1033339565,,2008
18,Mo,19,0.65,2,pub.1033339565,,2008
19,Si wafers,20,0.63,2,pub.1033339565,,2008
20,root-mean square surface roughness,21,0.61,2,pub.1033339565,,2008
21,square surface roughness,22,0.59,2,pub.1033339565,,2008
22,surface roughness,23,0.57,6,pub.1033339565,,2008
23,roughness,24,0.55,11,pub.1033339565,,2008
24,rms surface,25,0.53,1,pub.1033339565,,2008
25,surface,26,0.51,42,pub.1033339565,,2008
26,transmission electron microscope study,27,0.49,1,pub.1033339565,,2008
27,electron microscope study,28,0.47,1,pub.1033339565,,2008
28,microscope study,29,0.45,1,pub.1033339565,,2008
29,layer thickness,30,0.43,1,pub.1033339565,,2008
30,thickness,31,0.41,12,pub.1033339565,,2008
31,Si layer,32,0.39,2,pub.1033339565,,2008
32,layer,33,0.37,19,pub.1033339565,,2008
33,reflectivity formula,34,0.35,1,pub.1033339565,,2008
34,formula,35,0.33,4,pub.1033339565,,2008
35,normal incident condition,36,0.31,2,pub.1033339565,,2008
36,incident conditions,37,0.29,2,pub.1033339565,,2008
37,conditions,38,0.27,25,pub.1033339565,,2008
38,reflectivity,39,0.25,7,pub.1033339565,,2008
39,Xe gas atoms,40,0.24,2,pub.1033339565,,2008
40,gas atoms,41,0.22,2,pub.1033339565,,2008
41,atoms,42,0.2,3,pub.1033339565,,2008
42,deposition,43,0.18,12,pub.1033339565,,2008
43,gas atmosphere,44,0.16,1,pub.1033339565,,2008
44,atmosphere,45,0.14,4,pub.1033339565,,2008
45,Mo/Si multilayer mirrors,46,0.12,1,pub.1033339565,,2008
46,Si multilayer mirrors,47,0.1,1,pub.1033339565,,2008
47,multilayer mirrors,48,0.08,3,pub.1033339565,,2008
48,mirror,49,0.06,17,pub.1033339565,,2008
49,means,50,0.04,5,pub.1033339565,,2008
50,magnetron,51,0.02,3,pub.1033339565,,2008
0,Mo/Si,1,1.0,1,pub.1045029663,,2008
1,Si,2,0.98,4,pub.1045029663,,2008
2,multilayer films,3,0.97,2,pub.1045029663,,2008
3,films,4,0.95,20,pub.1045029663,,2008
4,Xe gas pressure,5,0.93,1,pub.1045029663,,2008
5,gas pressure,6,0.91,1,pub.1045029663,,2008
6,pressure,7,0.9,7,pub.1045029663,,2008
7,range,8,0.88,16,pub.1045029663,,2008
8,PA,9,0.86,3,pub.1045029663,,2008
9,throw distance,10,0.84,2,pub.1045029663,,2008
10,distance,11,0.83,9,pub.1045029663,,2008
11,substrate,12,0.81,27,pub.1045029663,,2008
12,two-cathode,13,0.79,2,pub.1045029663,,2008
13,magnetron,14,0.78,3,pub.1045029663,,2008
14,apparatus,15,0.76,11,pub.1045029663,,2008
15,effect,16,0.74,49,pub.1045029663,,2008
16,deposition conditions,17,0.72,3,pub.1045029663,,2008
17,conditions,18,0.71,25,pub.1045029663,,2008
18,Mo/Si multilayer films,19,0.69,1,pub.1045029663,,2008
19,Si multilayer films,20,0.67,1,pub.1045029663,,2008
20,TEM observations,21,0.66,2,pub.1045029663,,2008
21,observations,22,0.64,4,pub.1045029663,,2008
22,thickness,23,0.62,12,pub.1045029663,,2008
23,Mo,24,0.6,2,pub.1045029663,,2008
24,inter-diffusion layer,25,0.59,2,pub.1045029663,,2008
25,layer,26,0.57,19,pub.1045029663,,2008
26,Si layer,27,0.55,2,pub.1045029663,,2008
27,one,28,0.53,7,pub.1045029663,,2008
28,root-mean square surface roughness,29,0.52,2,pub.1045029663,,2008
29,square surface roughness,30,0.5,2,pub.1045029663,,2008
30,surface roughness,31,0.48,6,pub.1045029663,,2008
31,roughness,32,0.47,11,pub.1045029663,,2008
32,multi-layer films,33,0.45,3,pub.1045029663,,2008
33,atomic force microscope,34,0.43,6,pub.1045029663,,2008
34,force microscope,35,0.41,7,pub.1045029663,,2008
35,microscope,36,0.4,11,pub.1045029663,,2008
36,Si wafers,37,0.38,2,pub.1045029663,,2008
37,wafers,38,0.36,18,pub.1045029663,,2008
38,deposition,39,0.34,12,pub.1045029663,,2008
39,corresponding films,40,0.33,1,pub.1045029663,,2008
40,values,41,0.31,13,pub.1045029663,,2008
41,reduction,42,0.29,12,pub.1045029663,,2008
42,reflectivity,43,0.28,7,pub.1045029663,,2008
43,small amount,44,0.26,2,pub.1045029663,,2008
44,amount,45,0.24,4,pub.1045029663,,2008
45,Xe gas atoms,46,0.22,2,pub.1045029663,,2008
46,gas atoms,47,0.21,2,pub.1045029663,,2008
47,atoms,48,0.19,3,pub.1045029663,,2008
48,reflective properties,49,0.17,1,pub.1045029663,,2008
49,properties,50,0.16,24,pub.1045029663,,2008
50,Mo/Si multilayers,51,0.14,5,pub.1045029663,,2008
51,Si multilayers,52,0.12,5,pub.1045029663,,2008
52,multilayers,53,0.1,9,pub.1045029663,,2008
53,EUV lithography,54,0.09,3,pub.1045029663,,2008
54,lithography,55,0.07,36,pub.1045029663,,2008
55,devices,56,0.05,20,pub.1045029663,,2008
56,bulk magnets,57,0.03,1,pub.1045029663,,2008
57,magnets,58,0.02,3,pub.1045029663,,2008
0,magnetron,1,1.0,3,pub.1005726981,,2008
1,apparatus,2,0.97,11,pub.1005726981,,2008
2,permanent magnets,3,0.94,1,pub.1005726981,,2008
3,magnets,4,0.92,3,pub.1005726981,,2008
4,multi-layer films,5,0.89,3,pub.1005726981,,2008
5,films,6,0.86,20,pub.1005726981,,2008
6,optical mirrors,7,0.83,1,pub.1005726981,,2008
7,mirror,8,0.81,17,pub.1005726981,,2008
8,extreme ultraviolet wavelengths,9,0.78,3,pub.1005726981,,2008
9,ultraviolet wavelengths,10,0.75,3,pub.1005726981,,2008
10,wavelength,11,0.72,19,pub.1005726981,,2008
11,best deposition conditions,12,0.69,1,pub.1005726981,,2008
12,deposition conditions,13,0.67,3,pub.1005726981,,2008
13,conditions,14,0.64,25,pub.1005726981,,2008
14,structure,15,0.61,33,pub.1005726981,,2008
15,inter-diffusion layer,16,0.58,2,pub.1005726981,,2008
16,layer,17,0.56,19,pub.1005726981,,2008
17,bi-layer films,18,0.53,1,pub.1005726981,,2008
18,different deposition conditions,19,0.5,1,pub.1005726981,,2008
19,Xe gas,20,0.47,1,pub.1005726981,,2008
20,gas,21,0.44,7,pub.1005726981,,2008
21,inert gas species,22,0.42,1,pub.1005726981,,2008
22,gas species,23,0.39,1,pub.1005726981,,2008
23,pressure,24,0.36,7,pub.1005726981,,2008
24,PA,25,0.33,3,pub.1005726981,,2008
25,throw distance,26,0.31,2,pub.1005726981,,2008
26,distance,27,0.28,9,pub.1005726981,,2008
27,discharge voltage,28,0.25,1,pub.1005726981,,2008
28,voltage,29,0.22,6,pub.1005726981,,2008
29,full use,30,0.19,1,pub.1005726981,,2008
30,effect,31,0.17,49,pub.1005726981,,2008
31,reflectivity,32,0.14,7,pub.1005726981,,2008
32,normal incident condition,33,0.11,2,pub.1005726981,,2008
33,incident conditions,34,0.08,2,pub.1005726981,,2008
34,construction,35,0.06,2,pub.1005726981,,2008
35,fabrication,36,0.03,23,pub.1005726981,,2008
0,guidance,1,1.0,1,pub.1035271937,,2008
1,high quality,2,0.97,1,pub.1065123610,,2008
2,thin films,3,0.93,9,pub.1065123610,,2008
3,films,4,0.9,20,pub.1065123610,,2008
4,ultralow refractive index,5,0.86,3,pub.1065123610,,2008
5,refractive index,6,0.83,8,pub.1065123610,,2008
6,autoclaved sols,7,0.79,3,pub.1065123610,,2008
7,sol,8,0.76,3,pub.1065123610,,2008
8,magnesium acetate,9,0.72,3,pub.1065123610,,2008
9,hydrofluoric acid,10,0.69,3,pub.1065123610,,2008
10,coatings,11,0.66,9,pub.1065123610,,2008
11,high transmittance,12,0.62,3,pub.1065123610,,2008
12,transmittance,13,0.59,8,pub.1065123610,,2008
13,UV region,14,0.55,4,pub.1065123610,,2008
14,region,15,0.52,14,pub.1065123610,,2008
15,high uniformity,16,0.48,1,pub.1065123610,,2008
16,uniformity,17,0.45,3,pub.1065123610,,2008
17,film thickness,18,0.41,2,pub.1065123610,,2008
18,thickness,19,0.38,12,pub.1065123610,,2008
19,substrate,20,0.34,27,pub.1065123610,,2008
20,single coating,21,0.31,1,pub.1065123610,,2008
21,hybrid coatings,22,0.28,1,pub.1065123610,,2008
22,sublayer,23,0.24,1,pub.1065123610,,2008
23,physical vapor deposition,24,0.21,1,pub.1065123610,,2008
24,vapor deposition,25,0.17,6,pub.1065123610,,2008
25,deposition,26,0.14,12,pub.1065123610,,2008
26,optics,27,0.1,30,pub.1065123610,,2008
27,investigation,28,0.07,6,pub.1065123610,,2008
28,optical thin films,29,0.03,3,pub.1065123610,,2008
0,thin films,1,1.0,9,pub.1065123605,,2008
1,films,2,0.96,20,pub.1065123605,,2008
2,binder,3,0.92,1,pub.1065123605,,2008
3,solgel process,4,0.88,1,pub.1065123605,,2008
5,low refractive index,6,0.79,2,pub.1065123605,,2008
6,refractive index,7,0.75,8,pub.1065123605,,2008
7,sufficient strength,8,0.71,1,pub.1065123605,,2008
8,strength,9,0.67,6,pub.1065123605,,2008
9,cloth,10,0.62,1,pub.1065123605,,2008
10,high environmental resistance,11,0.58,1,pub.1065123605,,2008
11,environmental resistance,12,0.54,1,pub.1065123605,,2008
12,resistance,13,0.5,2,pub.1065123605,,2008
13,processing conditions,14,0.46,1,pub.1065123605,,2008
14,conditions,15,0.42,25,pub.1065123605,,2008
15,substrate,16,0.38,27,pub.1065123605,,2008
16,low temperatures,17,0.33,4,pub.1065123605,,2008
17,temperature,18,0.29,14,pub.1065123605,,2008
18,conventional dry process,19,0.25,1,pub.1065123605,,2008
19,dry process,20,0.21,1,pub.1065123605,,2008
20,performance,21,0.17,27,pub.1065123605,,2008
21,antireflective coatings,22,0.12,3,pub.1065123605,,2008
22,coatings,23,0.08,9,pub.1065123605,,2008
23,preparation,24,0.04,3,pub.1065123605,,2008
0,effect,1,1.0,49,pub.1038920109,,2008
1,temperature,2,0.96,14,pub.1038920109,,2008
2,phase formation,3,0.93,1,pub.1038920109,,2008
3,formation,4,0.89,7,pub.1038920109,,2008
4,strength,5,0.86,6,pub.1038920109,,2008
5,V-Nb,6,0.82,1,pub.1038920109,,2008
6,steel,7,0.79,1,pub.1038920109,,2008
7,particular attention,8,0.75,1,pub.1038920109,,2008
8,precipitation sequence,9,0.71,1,pub.1038920109,,2008
9,MX,10,0.68,1,pub.1038920109,,2008
10,M2X,11,0.64,1,pub.1038920109,,2008
11,phase,12,0.61,7,pub.1038920109,,2008
12,creep exposure,13,0.57,1,pub.1038920109,,2008
13,low temperatures,14,0.54,4,pub.1038920109,,2008
14,high dislocation density,15,0.5,1,pub.1038920109,,2008
15,dislocation density,16,0.46,2,pub.1038920109,,2008
16,density,17,0.43,3,pub.1038920109,,2008
17,fine lath structure,18,0.39,1,pub.1038920109,,2008
18,lath structure,19,0.36,1,pub.1038920109,,2008
19,structure,20,0.32,33,pub.1038920109,,2008
20,creep strength,21,0.29,1,pub.1038920109,,2008
21,terms,22,0.25,4,pub.1038920109,,2008
22,decrease,23,0.21,4,pub.1038920109,,2008
23,long-term creep,24,0.18,1,pub.1038920109,,2008
24,creep,25,0.14,1,pub.1038920109,,2008
25,consumption,26,0.11,2,pub.1038920109,,2008
26,strength degradation,27,0.07,1,pub.1038920109,,2008
27,degradation,28,0.04,7,pub.1038920109,,2008
0,rapid formation,1,1.0,1,pub.1030867047,,2008
1,formation,2,0.98,7,pub.1030867047,,2008
2,island arrays,3,0.97,1,pub.1030867047,,2008
3,array,4,0.95,7,pub.1030867047,,2008
4,nanoparticles,5,0.94,4,pub.1030867047,,2008
5,polycarbonate membranes,6,0.92,1,pub.1030867047,,2008
6,membrane,7,0.91,4,pub.1030867047,,2008
7,positive dielectrophoresis,8,0.89,2,pub.1030867047,,2008
8,dielectrophoresis,9,0.88,2,pub.1030867047,,2008
9,fabrication,10,0.86,23,pub.1030867047,,2008
10,devices,11,0.85,20,pub.1030867047,,2008
11,PC membranes,12,0.83,1,pub.1030867047,,2008
12,thickness,13,0.82,12,pub.1030867047,,2008
13,pore size,14,0.8,2,pub.1030867047,,2008
14,size,15,0.78,14,pub.1030867047,,2008
15,bare ITO substrate,16,0.77,1,pub.1030867047,,2008
16,ITO substrate,17,0.75,2,pub.1030867047,,2008
17,substrate,18,0.74,27,pub.1030867047,,2008
18,ITO electrode,19,0.72,2,pub.1030867047,,2008
19,electrode,20,0.71,8,pub.1030867047,,2008
20,insulation layer,21,0.69,1,pub.1030867047,,2008
21,layer,22,0.68,19,pub.1030867047,,2008
22,negative photoresist,23,0.66,1,pub.1030867047,,2008
23,photoresist,24,0.65,3,pub.1030867047,,2008
24,suspension,25,0.63,2,pub.1030867047,,2008
25,polymethylmethacrylate,26,0.62,2,pub.1030867047,,2008
26,fluorescent molecules,27,0.6,1,pub.1030867047,,2008
27,molecules,28,0.58,10,pub.1030867047,,2008
28,upper ITO,29,0.57,1,pub.1030867047,,2008
29,ITO,30,0.55,1,pub.1030867047,,2008
30,AC electric signal,31,0.54,1,pub.1030867047,,2008
31,electric signals,32,0.52,1,pub.1030867047,,2008
32,signals,33,0.51,10,pub.1030867047,,2008
33,island patterns,34,0.49,1,pub.1030867047,,2008
34,gradient region,35,0.48,1,pub.1030867047,,2008
35,particle patterns,36,0.46,1,pub.1030867047,,2008
36,island shape,37,0.45,1,pub.1030867047,,2008
37,shape,38,0.43,10,pub.1030867047,,2008
38,AC electric field,39,0.42,1,pub.1030867047,,2008
39,electric field,40,0.4,1,pub.1030867047,,2008
40,field,41,0.38,12,pub.1030867047,,2008
41,template,42,0.37,1,pub.1030867047,,2008
42,subsequent patterning,43,0.35,1,pub.1030867047,,2008
43,patterning,44,0.34,4,pub.1030867047,,2008
44,diameter pores,45,0.32,1,pub.1030867047,,2008
45,pores,46,0.31,3,pub.1030867047,,2008
46,particles,47,0.29,4,pub.1030867047,,2008
47,back surface,48,0.28,1,pub.1030867047,,2008
48,surface,49,0.26,42,pub.1030867047,,2008
49,strong electric field,50,0.25,1,pub.1030867047,,2008
50,edge of disks,51,0.23,1,pub.1030867047,,2008
51,edge,52,0.22,6,pub.1030867047,,2008
52,disk,53,0.2,4,pub.1030867047,,2008
53,disk arrays,54,0.18,1,pub.1030867047,,2008
54,ring shape,55,0.17,1,pub.1030867047,,2008
55,unique structure,56,0.15,1,pub.1030867047,,2008
56,structure,57,0.14,33,pub.1030867047,,2008
57,simulations,58,0.12,26,pub.1030867047,,2008
58,electric field distribution,59,0.11,2,pub.1030867047,,2008
59,field distribution,60,0.09,2,pub.1030867047,,2008
60,distribution,61,0.08,8,pub.1030867047,,2008
61,particle arrays,62,0.06,1,pub.1030867047,,2008
62,reproducible manner,63,0.05,1,pub.1030867047,,2008
63,rapid fabrication,64,0.03,1,pub.1030867047,,2008
64,nanoparticle arrays,65,0.02,2,pub.1030867047,,2008
0,body measurements,1,1.0,1,pub.1029779207,,2008
0,experience,1,1.0,1,pub.1027408320,,2008
0,control,1,1.0,39,pub.1012506178,,2008
0,update,1,1.0,6,pub.1027729700,,2008
0,status,1,1.0,9,pub.1019250783,,2008
0,study,1,1.0,22,pub.1027367251,,2008
0,requirements,1,1.0,12,pub.1031602723,,2008
1,optical lithography,2,0.88,4,pub.1031602723,,2008
2,lithography,3,0.75,36,pub.1031602723,,2008
3,prospects,4,0.62,1,pub.1031602723,,2008
4,optical extension,5,0.5,1,pub.1031602723,,2008
5,extension,6,0.38,2,pub.1031602723,,2008
6,double patterning,7,0.25,1,pub.1031602723,,2008
7,patterning,8,0.12,4,pub.1031602723,,2008
0,development,1,1.0,27,pub.1017006574,,2008
0,study,1,1.0,22,pub.1025431195,,2008
0,improvement,1,1.0,14,pub.1036476127,,2008
1,adhesion,2,0.67,2,pub.1036476127,,2008
2,bevel,3,0.33,1,pub.1036476127,,2008
0,scanner,1,1.0,26,pub.1016071923,,2008
0,control,1,1.0,39,pub.1093857449,,2008
1,hard disk drives,2,0.96,3,pub.1093857449,,2008
2,disk drives,3,0.93,4,pub.1093857449,,2008
3,drive,4,0.89,6,pub.1093857449,,2008
4,perfect tracking control (PTC) method,5,0.86,3,pub.1093857449,,2008
5,tracking control method,6,0.82,4,pub.1093857449,,2008
6,control method,7,0.79,6,pub.1093857449,,2008
7,method,8,0.75,84,pub.1093857449,,2008
8,high performance,9,0.71,3,pub.1093857449,,2008
9,performance,10,0.68,27,pub.1093857449,,2008
10,auther,11,0.64,1,pub.1093857449,,2008
11,PTC scheme,12,0.61,3,pub.1093857449,,2008
12,scheme,13,0.57,4,pub.1093857449,,2008
13,large-scale stage,14,0.54,4,pub.1093857449,,2008
14,paper,15,0.5,30,pub.1093857449,,2008
15,applications,16,0.46,27,pub.1093857449,,2008
16,tracking stage,17,0.43,1,pub.1093857449,,2008
17,PTC method,18,0.39,2,pub.1093857449,,2008
18,conventional methods,19,0.36,2,pub.1093857449,,2008
19,results of simulation,20,0.32,2,pub.1093857449,,2008
20,results,21,0.29,56,pub.1093857449,,2008
21,simulations,22,0.25,26,pub.1093857449,,2008
22,experiments,23,0.21,31,pub.1093857449,,2008
23,advantages,24,0.18,17,pub.1093857449,,2008
24,precision tracking control,25,0.14,3,pub.1093857449,,2008
25,tracking control,26,0.11,5,pub.1093857449,,2008
26,multirate feedforward control,27,0.07,2,pub.1093857449,,2008
27,feedforward control,28,0.04,2,pub.1093857449,,2008
0,new imaging method,1,1.0,2,pub.1047985068,,2008
1,imaging method,2,0.67,3,pub.1047985068,,2008
2,confocal microscopy,3,0.33,1,pub.1047985068,,2008
0,handheld information appliances,1,1.0,1,pub.1092943957,,2008
1,information appliances,2,0.99,1,pub.1092943957,,2008
2,appliances,3,0.97,2,pub.1092943957,,2008
3,mobile phones,4,0.96,2,pub.1092943957,,2008
4,phones,5,0.94,2,pub.1092943957,,2008
5,PDA,6,0.93,1,pub.1092943957,,2008
6,development,7,0.92,27,pub.1092943957,,2008
7,more attention,8,0.9,1,pub.1092943957,,2008
8,attention,9,0.89,1,pub.1092943957,,2008
9,ergonomic design,10,0.87,1,pub.1092943957,,2008
10,design,11,0.86,13,pub.1092943957,,2008
11,users,12,0.85,3,pub.1092943957,,2008
12,real subjects,13,0.83,1,pub.1092943957,,2008
13,variety,14,0.82,1,pub.1092943957,,2008
14,physical mockups,15,0.8,1,pub.1092943957,,2008
15,mockup,16,0.79,1,pub.1092943957,,2008
17,expensive cost,18,0.76,1,pub.1092943957,,2008
18,cost,19,0.75,5,pub.1092943957,,2008
19,long time,20,0.73,1,pub.1092943957,,2008
20,time,21,0.72,22,pub.1092943957,,2008
21,software systems,22,0.7,1,pub.1092943957,,2008
23,ergonomic assessment system,24,0.68,1,pub.1092943957,,2008
24,assessment system,25,0.66,1,pub.1092943957,,2008
25,digital hand model,26,0.65,1,pub.1092943957,,2008
26,hand model,27,0.63,1,pub.1092943957,,2008
27,model,28,0.62,23,pub.1092943957,,2008
28,product model,29,0.61,1,pub.1092943957,,2008
29,feature functions,30,0.59,1,pub.1092943957,,2008
30,ergonomic assessment,31,0.58,1,pub.1092943957,,2008
31,generation,32,0.56,14,pub.1092943957,,2008
32,Kinematically,33,0.55,1,pub.1092943957,,2008
33,posture generation,34,0.54,1,pub.1092943957,,2008
34,evaluation,35,0.52,11,pub.1092943957,,2008
35,posture stability,36,0.51,1,pub.1092943957,,2008
36,grasp quality,37,0.49,1,pub.1092943957,,2008
37,quality,38,0.48,7,pub.1092943957,,2008
38,automatic evaluation,39,0.46,1,pub.1092943957,,2008
39,ease,40,0.45,2,pub.1092943957,,2008
40,finger motion,41,0.44,1,pub.1092943957,,2008
41,motion,42,0.42,6,pub.1092943957,,2008
42,user interface,43,0.41,1,pub.1092943957,,2008
43,interface,44,0.39,9,pub.1092943957,,2008
44,designers,45,0.38,1,pub.1092943957,,2008
45,housing shape,46,0.37,1,pub.1092943957,,2008
46,shape,47,0.35,10,pub.1092943957,,2008
47,paper,48,0.34,30,pub.1092943957,,2008
48,new optimization-based method,49,0.32,1,pub.1092943957,,2008
49,optimization-based method,50,0.31,1,pub.1092943957,,2008
50,method,51,0.3,84,pub.1092943957,,2008
51,above functions,52,0.28,1,pub.1092943957,,2008
52,objective function,53,0.27,1,pub.1092943957,,2008
53,number,54,0.25,6,pub.1092943957,,2008
54,contact points,55,0.24,1,pub.1092943957,,2008
55,point,56,0.23,8,pub.1092943957,,2008
56,specific parts,57,0.21,1,pub.1092943957,,2008
57,part,58,0.2,3,pub.1092943957,,2008
58,hand surface,59,0.18,1,pub.1092943957,,2008
59,feature edges,60,0.17,1,pub.1092943957,,2008
60,edge,61,0.15,6,pub.1092943957,,2008
61,product surface,62,0.14,1,pub.1092943957,,2008
62,constraints,63,0.13,1,pub.1092943957,,2008
63,joint angle limits,64,0.11,1,pub.1092943957,,2008
64,angle limit,65,0.1,1,pub.1092943957,,2008
65,digital camera,66,0.08,3,pub.1092943957,,2008
66,camera,67,0.07,10,pub.1092943957,,2008
67,grasp postures,68,0.06,1,pub.1092943957,,2008
68,posture,69,0.04,1,pub.1092943957,,2008
69,one,70,0.03,7,pub.1092943957,,2008
70,former method,71,0.01,1,pub.1092943957,,2008
0,mask-less lithography,1,1.0,1,pub.1093842167,,2008
1,lithography,2,0.96,36,pub.1093842167,,2008
