Grant Number,Title,Funding Amount in USD,Start Year,End Year,Funder,Funder Country,Dimensions ID
930141,An improved vaccine for hepatitis B virus,111817.0,1993,1995,National Health and Medical Research Council,Australia,grant.6731087
971242,Schistosome proteolytic enzymes as drug and vaccine tar gets,69224.0,1997,1997,National Health and Medical Research Council,Australia,grant.6730637
900170,Development of a vaccine to prevent malaria transmissio n,197208.0,1990,1992,National Health and Medical Research Council,Australia,grant.6729362
910347,Development of AIDS vaccine using synthesized peptides.,123855.0,1991,1994,National Health and Medical Research Council,Australia,grant.6728479
8118,Factors affecting the immunogenicity of pertussis vaccines,29704.0,2000,2001,National Health and Medical Research Council,Australia,grant.6727741
900771,Search for active components for a malaria vaccine,203274.0,1990,1992,National Health and Medical Research Council,Australia,grant.6727472
930123,The development of a safer whooping cough vaccine,99460.0,1993,1995,National Health and Medical Research Council,Australia,grant.6727351
950472,Towards a vaccine against infantile diarrhoeal disease,171630.0,1995,1998,National Health and Medical Research Council,Australia,grant.6727129
990037,Development of a Plant-Derived Oral Vaccine for Measles,111784.0,1999,2001,National Health and Medical Research Council,Australia,grant.6726943
987521,Development of a nucleic acid vaccine for schistosomiasis,37292.0,1998,2001,National Health and Medical Research Council,Australia,grant.6726066
284535,"Intestinal adapatation, Intususspection and rotavirus vaccine, applied clinical nutrition",170570.0,2004,2008,National Health and Medical Research Council,Australia,grant.6724082
284475,Bacterial delivery of DNA vaccines: salmonella - endosome interactions,8896.0,2004,2004,National Health and Medical Research Council,Australia,grant.6724070
437000,Clinical trials of RV3 oral human neonatal rotavirus vaccine,160408.0,2007,2011,National Health and Medical Research Council,Australia,grant.6722617
418108,CD8+ T cell immunity to viruses and recombinant vaccines,414742.0,2007,2011,National Health and Medical Research Council,Australia,grant.6722495
930841,How to turn malaria proteins into a vaccine,60047.0,1993,1993,National Health and Medical Research Council,Australia,grant.6719794
981340,A cytotoxic T cell epitope based vaccine for HIV,199095.0,1998,2000,National Health and Medical Research Council,Australia,grant.6717775
970804,The development of an oral whooping cough vaccine,106640.0,1997,1999,National Health and Medical Research Council,Australia,grant.6716449
890949,Why are live vaccines often better than killed?,109212.0,1989,1991,National Health and Medical Research Council,Australia,grant.6715829
931125,Relevance of bacterial surface structure to vaccine dev elopment,149976.0,1993,1995,National Health and Medical Research Council,Australia,grant.6715708
OPP1025596,To develop and test a DNA vaccine for HIV,100000.0,2010,2012,Bill & Melinda Gates Foundation,United States,grant.6584428
OPP1070514,To develop novel vesicle-derived vaccines against Mycobacterium tuberculosis.,440000.0,2012,2015,Bill & Melinda Gates Foundation,United States,grant.6584014
OPP37868,To develop nanoemulsions and adjuvants for nasal-spray vaccines,6294086.0,2005,2012,Bill & Melinda Gates Foundation,United States,grant.6583657
OPP1094567,To support CMV vector-based Vaccine Concept,2871805.0,2013,2016,Bill & Melinda Gates Foundation,United States,grant.6582621
OPP37881,To develop an inexpensive therapeutic vaccine for human papillomavirus,3543549.0,2005,2013,Bill & Melinda Gates Foundation,United States,grant.6582605
OPP1154635,To produce better and cheaper vaccines against polio,1847820.0,2016,2018,Bill & Melinda Gates Foundation,United States,grant.6582373
OPP38637,To fund a vaccine discovery (antibody) consortium,25293370.0,2006,2013,Bill & Melinda Gates Foundation,United States,grant.6581732
OPP1084286,To conduct a pneumococcal vaccine impact assessment in Bangladesh,6376130.0,2013,2019,Bill & Melinda Gates Foundation,United States,grant.6581497
OPP38580,To develop a Global HIV Vaccine Research Cryorepository (GHRC),7782675.0,2006,2009,Bill & Melinda Gates Foundation,United States,grant.6581487
OPP1148786,To test a novel universal influenza vaccine,385144.0,2016,2017,Bill & Melinda Gates Foundation,United States,grant.6581045
OPP633,To develop a genetically engineered recombinant hookworm vaccine,18000000.0,2000,2006,Bill & Melinda Gates Foundation,United States,grant.6580935
OPP33112,To conduct an analysis of pediatric enteric vaccine development,807080.0,2004,2005,Bill & Melinda Gates Foundation,United States,grant.6580931
OPP1002555,To develop a unique delivery system for vaccines whose major health impact is in high burden countries allowing the conversion of existing injectable vaccines into oral and/or inhalation vaccines and expedite development of novel mucosal vaccines,804741.0,2011,2014,Bill & Melinda Gates Foundation,United States,grant.6580858
X46120-----70030,狂犬病日卵ワクチンの改良,5178.0,1971,1971,Japan Society for the Promotion of Science,Japan,grant.6373203
X46120-----70025,ボツリヌス中毒の経口ワクチンに関する研究,8287.0,1971,1971,Japan Society for the Promotion of Science,Japan,grant.6371736
X46120-----70036,インフルエンザワクチンの改善に関する研究,11740.0,1971,1971,Japan Society for the Promotion of Science,Japan,grant.6371621
X42120-----71124,インフルエンザ生ワクチンに関する研究(継2年),6768.0,1967,1967,Japan Society for the Promotion of Science,Japan,grant.6354558
X43120-----71029,流行性耳下膜炎生ワクチンに関する研究,6906.0,1968,1968,Japan Society for the Promotion of Science,Japan,grant.6352300
X00120----670025,ボッリヌス中毒の経口ワクチンに関する研究,6906.0,1972,1972,Japan Society for the Promotion of Science,Japan,grant.6326766
X00120----670036,インフルエンザワクチンの改善に関する研究,8978.0,1972,1972,Japan Society for the Promotion of Science,Japan,grant.6322556
X00120----787028,精製三種混合(D.T.P)ワクチンの試験的研究,17265.0,1972,1973,Japan Society for the Promotion of Science,Japan,grant.6320876
X00120----387007,精製狂犬病ワクチンによる咬傷後免疫法の研究,17956.0,1978,1979,Japan Society for the Promotion of Science,Japan,grant.6315181
X00120----187046,水痘生ワクチンの開発に関する研究,10360.0,1976,1976,Japan Society for the Promotion of Science,Japan,grant.6312481
X00120----087080,水痘生ワクチンの開発に関する研究,12914.0,1975,1975,Japan Society for the Promotion of Science,Japan,grant.6312424
X00120----587054,大腸菌K1株のワクチン開発研究,24172.0,1980,1980,Japan Society for the Promotion of Science,Japan,grant.6309272
X00090----856161,緑膿菌の溶解ワクチンに関する研究,9323.0,1973,1973,Japan Society for the Promotion of Science,Japan,grant.6300254
99J03631,SHIVを用いたAIDS弱毒生ワクチンの間発,31546.0,1999,2001,Japan Society for the Promotion of Science,Japan,grant.6269166
98F00138,腸管寄生虫に対する粘膜ワクチンの開発,16256.0,1999,2000,Japan Society for the Promotion of Science,Japan,grant.6265050
58771559,HB ワクチンによる歯科医師のB型肝炎予防対策について,6213.0,1983,1983,Japan Society for the Promotion of Science,Japan,grant.6199903
58480395,抗齲蝕ワクチン開発に関する基礎的研究,42130.0,1983,1984,Japan Society for the Promotion of Science,Japan,grant.6184528
56870053,肺炎球菌ワクチンの実用化に関する研究,11740.0,1981,1981,Japan Society for the Promotion of Science,Japan,grant.6172495
57015012,抗原特異的抗腫瘍ワクチンの開発とその応用,22102.0,1982,1982,Japan Society for the Promotion of Science,Japan,grant.6168194
22790870,DNAワクチンによる自己免疫性糖尿病の寛解,14803.0,2010,2010,Japan Society for the Promotion of Science,Japan,grant.6053442
22240057,Programmed Activationに基づく人工DNAワクチンの創製,183583.0,2010,2010,Japan Society for the Promotion of Science,Japan,grant.6035398
19790430,乳幼児におけるインフルエンザワクチンに対する免疫原性に関する研究,11034.0,2007,2007,Japan Society for the Promotion of Science,Japan,grant.5988918
4760137,遺伝子組換えによるせっそう病トキソイドワクチンの開発,7104.0,1992,1992,Japan Society for the Promotion of Science,Japan,
3857253,MHC非拘束性合成う蝕ワクチンの研究,6688.0,1991,1991,Japan Society for the Promotion of Science,Japan,
2857269,蛋白質工学を利用した蝕ワクチンの分子設計,7597.0,1990,1990,Japan Society for the Promotion of Science,Japan,
2856074,鶏コクシジウムのコンポーネント・ワクチンに関する基礎的研究,4833.0,1990,1990,Japan Society for the Promotion of Science,Japan,
1790488,家禽に対する遺伝子組み換えウィルスワクチン用ベクターに関する研究,13118.0,1989,1990,Japan Society for the Promotion of Science,Japan,
592381,Bioprocess Sciences and Technology of Viral Vaccines,156508.0,2015,2016,Natural Sciences and Engineering Research Council,Canada,grant.5533552
580413,Stability of a dry whole cell malaria vaccine,3518.0,2015,2016,Natural Sciences and Engineering Research Council,Canada,grant.5531348
581150,Excipient investigation for improving Herpes simpex II vaccine processing,3518.0,2015,2016,Natural Sciences and Engineering Research Council,Canada,grant.5528462
577324,Targeted microneedle insertion for epidermal vaccine delivery and biosensing,39124.0,2015,2016,Natural Sciences and Engineering Research Council,Canada,grant.5527258
hrc_7d782a16,Novel vaccine approaches for protecting against helminth parasites,927884.0,2010,2013,Health Research Council of New Zealand,New Zealand,grant.5502385
hrc_85e8ff70,Immunisation disparities and vaccine-preventable diseases in New Zealand,90826.0,2008,2011,Health Research Council of New Zealand,New Zealand,grant.5502275
ASTHMARF02L,T cell vaccines for asthma and allergic rhinitis,435809.0,2001,2006,Asthma UK,United Kingdom,grant.5325527
N01AI95367-0-0-1,Clinical Grade H9N2 Influenza Vaccine,0.0,1999,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246712
N01AI60023-3-0-0,NIAID HIV VACCINE RESEARCH EDUCATION INITIATIVE,2685906.0,2006,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246675
N01AI60007-4-0-1,Simian Vaccine Evaluation Units,4388000.0,2008,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246655
N01AI60007-4-0-0,SIMIAN VACCINE EVALUATION UNIT,2090968.0,2006,2013,National Institute of Allergy and Infectious Diseases,United States,grant.5246654
N01AI60006-4-0-1,Simian Vaccine Evaluation Unit (SVEU),3464000.0,2008,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246653
N01AI60006-4-0-0,SIMIAN VACCINE EVALUATION UNIT,6720850.0,2006,2013,National Institute of Allergy and Infectious Diseases,United States,grant.5246652
N01AI60005-5-0-1,Simian Vaccine Evaluation Unit (SVEU),6369000.0,2008,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246651
N01AI60005-5-0-0,SIMIAN VACCINE EVALUATION UNIT,4640567.0,2006,2013,National Institute of Allergy and Infectious Diseases,United States,grant.5246650
N01AI50041-5-0-1,Tularemia Vaccine Development Team,0.0,2005,2010,National Institute of Allergy and Infectious Diseases,United States,grant.5246628
N01AI50041-5-0-0,TULAREMIA VACCINE DEVELOPMENT TEAM,6978780.0,2005,2010,National Institute of Allergy and Infectious Diseases,United States,grant.5246627
N01AI50040-5-0-0,TULAREMIA VACCINE DEVELOPMENT TEAM,4000000.0,2005,2010,National Institute of Allergy and Infectious Diseases,United States,grant.5246625
N01AI50010-0-0-1,HIV Vaccine Design and Development Teams,5042594.0,2005,2010,National Institute of Allergy and Infectious Diseases,United States,grant.5246587
N01AI40091-8-0-1,Tuberculosis Research Materials and Vaccine Testing,515844.0,2008,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246557
N01AI40091-8-0-0,TUBERCULOSIS RESEARCH MATERIALS AND VACCINE TESTING,4270280.0,2004,2011,National Institute of Allergy and Infectious Diseases,United States,grant.5246556
N01AI30053-0-0-1,Production and Testing of Anthrax Vaccine,0.0,2003,2007,National Institute of Allergy and Infectious Diseases,United States,grant.5246416
N01AI30031-0-0-1,HIV Vaccine Design and Development Teams,1300000.0,2003,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246378
N01AI30030-0-0-1,HIV Vaccine Design and Development Teams,2600000.0,2003,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246376
N01AI25464-13-0-2,Vaccine and Treatment Evaluation Unit,791496.0,2002,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246333
N01AI25453-2-0-1,Vaccine and Treatment Evaluation Unit,17271.0,2001,2006,National Institute of Allergy and Infectious Diseases,United States,grant.5246326
N01AI05421-27-0-1,Malaria Vaccine Production and Support Services,5293544.0,2008,2008,National Institute of Allergy and Infectious Diseases,United States,grant.5246292
N01AI05421-27-0-0,MALARIA VACCINE PRODUCTION AND SUPPORT SERVICES,4312612.0,2000,2014,National Institute of Allergy and Infectious Diseases,United States,grant.5246291
52068,Molecular analysis of immune responses to malaria peptide vaccines,149592.0,1998,2000,Swiss National Science Foundation,Switzerland,grant.5206028
66442,Immunologische Kontrolle der Zeckeninduzierten Immunmodulation: Eine Vakzinestrategie.,0.0,2001,2002,Swiss National Science Foundation,Switzerland,grant.5202152
40199,Conserved CTL Epitopes in HIV-1 as Potential Vaccines.,29019.0,1994,1995,Swiss National Science Foundation,Switzerland,grant.5196804
37440,Biodegradable microspheres as a novel vaccine delivery system,142572.0,1994,1997,Swiss National Science Foundation,Switzerland,grant.5195740
36349,Development of a vaccine against HELICOBACTER PYLORI infection,307034.0,1993,1995,Swiss National Science Foundation,Switzerland,grant.5195025
CRUK-A7825,Robo4 protein as a cancer vaccine,0.0,2007,2008,Cancer Research UK,United Kingdom,grant.5138636
Y205749,肾综合征出血热基因工程疫苗的研制,0.0,2005,2013,Science and Technology Department of Zhejiang Province,China,grant.5069446
Y204458,麻疹流行株的抗原变异对疫苗效果影响的研究,0.0,2004,2012,Science and Technology Department of Zhejiang Province,China,grant.5068098
LQ13C180002,基于蛋白质组学的兔支气管败血波氏杆菌反向疫苗学研究,0.0,2013,2016,Science and Technology Department of Zhejiang Province,China,grant.5066344
Y305031,PRRS多价基因工程疫苗研究的新策略,0.0,2005,2009,Science and Technology Department of Zhejiang Province,China,grant.5064871
