first_name,id,last_name,orcid_id,research_orgs,total_publications,full_name,url
Rashid,ur.01074574521.79,Deane,,"[{'id': 'grid.13097.3c', 'acronym': 'KCL', 'name': ""King's College London"", 'country_name': 'United Kingdom'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.36425.36', 'acronym': 'SBU', 'name': 'Stony Brook University', 'country_name': 'United States'}, {'id': 'grid.5254.6', 'acronym': 'UCPH', 'name': 'University of Copenhagen', 'country_name': 'Denmark'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.422341.2', 'name': 'Socratech (United States)', 'country_name': 'United States'}, {'id': 'grid.4367.6', 'acronym': 'WUSTL', 'name': 'Washington University in St. Louis', 'country_name': 'United States'}]",62,Rashid Deane,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01074574521.79
Narayana Rao,ur.015226134744.01,Kocherlakota,,"[{'id': 'grid.137628.9', 'acronym': 'NYU', 'name': 'New York University', 'country_name': 'United States'}, {'id': 'grid.250279.b', 'acronym': 'NBER', 'name': 'National Bureau of Economic Research', 'country_name': 'United States'}, {'id': 'grid.437349.e', 'name': 'University of Minnesota System', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.17635.36', 'name': 'University of Minnesota', 'country_name': 'United States'}, {'id': 'grid.16753.36', 'acronym': 'NU', 'name': 'Northwestern University', 'country_name': 'United States'}, {'id': 'grid.168010.e', 'acronym': 'SU', 'name': 'Stanford University', 'country_name': 'United States'}, {'id': 'grid.214572.7', 'acronym': 'UI', 'name': 'University of Iowa', 'country_name': 'United States'}]",61,Narayana Rao Kocherlakota,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015226134744.01
Robert L,ur.01123646201.07,Keck,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}]",61,Robert L Keck,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01123646201.07
Zeljko,ur.013774465611.48,Ignjatovic,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.10822.39', 'name': 'University of Novi Sad', 'country_name': 'Serbia'}]",61,Zeljko Ignjatovic,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013774465611.48
G Bingham,ur.014353054033.42,Powell,,"[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.47840.3f', 'acronym': 'UCB', 'name': 'University of California, Berkeley', 'country_name': 'United States'}]",61,G Bingham Powell,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014353054033.42
Leon L,ur.01230372362.41,Wheeless,,"[{'id': 'grid.5337.2', 'name': 'University of Bristol', 'country_name': 'United Kingdom'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.266102.1', 'acronym': 'UCSF', 'name': 'University of California, San Francisco', 'country_name': 'United States'}, {'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",61,Leon L Wheeless,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01230372362.41
Virginia L,ur.0643541671.90,Clark,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",61,Virginia L Clark,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0643541671.90
Anthony,ur.0776233451.97,Vamivakas,,"[{'id': 'grid.25879.31', 'name': 'University of Pennsylvania', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.189504.1', 'acronym': 'BU', 'name': 'Boston University', 'country_name': 'United States'}, {'id': 'grid.5335.0', 'name': 'University of Cambridge', 'country_name': 'United Kingdom'}]",60,Anthony Vamivakas,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0776233451.97
Matthew Z,ur.01052365575.17,Yates,['0000-0002-5588-2413'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.148313.c', 'acronym': 'LANL', 'name': 'Los Alamos National Laboratory', 'country_name': 'United States'}, {'id': 'grid.265219.b', 'name': 'Tulane University', 'country_name': 'United States'}, {'id': 'grid.214007.0', 'acronym': 'TSRI', 'name': 'Scripps Research Institute', 'country_name': 'United States'}, {'id': 'grid.89336.37', 'name': 'The University of Texas at Austin', 'country_name': 'United States'}]",60,Matthew Z Yates,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01052365575.17
David J,ur.012415730444.75,Quesnel,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.214458.e', 'acronym': 'UM', 'name': 'University of Michigan', 'country_name': 'United States'}]",60,David J Quesnel,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.012415730444.75
D T,ur.0715043047.36,Michel,['0000-0002-1938-0491'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.463726.2', 'acronym': 'LULI', 'name': ""Laboratoire pour l'Utilisation des Lasers Intenses"", 'country_name': 'France'}]",60,D T Michel,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0715043047.36
Terry W,ur.01362757056.23,Wright,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",59,Terry W Wright,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01362757056.23
Elizabeth Ann,ur.0720357054.13,Guancial,['0000-0002-6518-5179'],"[{'id': 'grid.48336.3a', 'acronym': 'NCI', 'name': 'National Cancer Institute', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.488785.e', 'acronym': 'FCS', 'name': 'Florida Cancer Specialists & Research Institute', 'country_name': 'United States'}, {'id': 'grid.428633.8', 'name': 'Florida Cancer Specialists', 'country_name': 'United States'}, {'id': 'grid.30760.32', 'acronym': 'MCW', 'name': 'Medical College of Wisconsin', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.417768.b', 'acronym': 'CCR', 'name': 'Center for Cancer Research', 'country_name': 'United States'}, {'id': 'grid.94365.3d', 'acronym': 'NIH', 'name': 'National Institutes of Health', 'country_name': 'United States'}, {'id': 'grid.65499.37', 'name': 'Dana-Farber Cancer Institute', 'country_name': 'United States'}, {'id': 'grid.413575.1', 'acronym': 'HHMI', 'name': 'Howard Hughes Medical Institute', 'country_name': 'United States'}]",59,Elizabeth Ann Guancial,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0720357054.13
Takahiro,ur.01140506170.42,Takano,['0000-0002-6235-6673'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.5254.6', 'acronym': 'UCPH', 'name': 'University of Copenhagen', 'country_name': 'Denmark'}, {'id': 'grid.260917.b', 'acronym': 'NYMC', 'name': 'New York Medical College', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",59,Takahiro Takano,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01140506170.42
Thomas L,ur.015010315772.05,Campbell,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",59,Thomas L Campbell,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.015010315772.05
Chia P,ur.0726747333.85,Yu,,"[{'id': 'grid.189747.4', 'acronym': 'SUNY', 'name': 'State University of New York', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.273335.3', 'acronym': 'UB', 'name': 'University at Buffalo, State University of New York', 'country_name': 'United States'}]",59,Chia P Yu,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0726747333.85
Lane A,ur.013164364741.68,Hemachandra,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.5386.8', 'acronym': 'CU', 'name': 'Cornell University', 'country_name': 'United States'}, {'id': 'grid.21729.3f', 'acronym': 'CU', 'name': 'Columbia University', 'country_name': 'United States'}, {'id': 'grid.421036.2', 'name': 'Alcatel-Lucent (United States)', 'country_name': 'United States'}]",59,Lane A Hemachandra,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.013164364741.68
Tülin,ur.07555565524.23,Ozcan,,"[{'id': 'grid.416663.0', 'acronym': 'SMH', 'name': 'Strong Memorial Hospital', 'country_name': 'United States'}, {'id': 'grid.239552.a', 'acronym': 'CHOP', 'name': ""Children's Hospital of Philadelphia"", 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.414146.2', 'name': 'Zekai Tahir Burak Kadın Sağlığı Eğitim ve Araştırma Hastanesi', 'country_name': 'Turkey'}, {'id': 'grid.47100.32', 'name': 'Yale University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.67105.35', 'acronym': 'CWRU', 'name': 'Case Western Reserve University', 'country_name': 'United States'}]",59,Tülin Ozcan,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.07555565524.23
Mitchell,ur.0726756214.55,Anthamatten,['0000-0002-7763-9465'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}, {'id': 'grid.250008.f', 'acronym': 'LLL', 'name': 'Lawrence Livermore National Laboratory', 'country_name': 'United States'}, {'id': 'grid.134936.a', 'acronym': 'MU', 'name': 'University of Missouri', 'country_name': 'United States'}]",58,Mitchell Anthamatten,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0726756214.55
Witold,ur.014512030627.71,Kula,,"[{'id': 'grid.10420.37', 'name': 'University of Vienna', 'country_name': 'Austria'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.425078.c', 'acronym': 'IFPAN', 'name': 'Institute of Physics', 'country_name': 'Poland'}, {'id': 'grid.410351.2', 'acronym': 'NPL', 'name': 'National Physical Laboratory', 'country_name': 'United Kingdom'}, {'id': 'grid.413454.3', 'acronym': 'PAN', 'name': 'Polish Academy of Sciences', 'country_name': 'Poland'}]",58,Witold Kula,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.014512030627.71
Kelley S,ur.0635075261.44,Madden,['0000-0001-6757-7611'],"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.43582.38', 'acronym': 'LLU', 'name': 'Loma Linda University', 'country_name': 'United States'}, {'id': 'grid.411941.8', 'acronym': 'UKR', 'name': 'University Hospital Regensburg', 'country_name': 'Germany'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",58,Kelley S Madden,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0635075261.44
Renato S,ur.01151407035.62,Perucchio,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.5386.8', 'acronym': 'CU', 'name': 'Cornell University', 'country_name': 'United States'}, {'id': 'grid.4367.6', 'acronym': 'WUSTL', 'name': 'Washington University in St. Louis', 'country_name': 'United States'}, {'id': 'grid.63054.34', 'name': 'University of Connecticut', 'country_name': 'United States'}]",58,Renato S Perucchio,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01151407035.62
Steven Thomas,ur.01073266556.72,Piantadosi,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.47840.3f', 'acronym': 'UCB', 'name': 'University of California, Berkeley', 'country_name': 'United States'}, {'id': 'grid.116068.8', 'acronym': 'MIT', 'name': 'Massachusetts Institute of Technology', 'country_name': 'United States'}]",58,Steven Thomas Piantadosi,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01073266556.72
Cynthia R,ur.016071555657.52,Howard,,"[{'id': 'grid.416663.0', 'acronym': 'SMH', 'name': 'Strong Memorial Hospital', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.254880.3', 'name': 'Dartmouth College', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.239573.9', 'acronym': 'CCHMC', 'name': ""Cincinnati Children's Hospital Medical Center"", 'country_name': 'United States'}, {'id': 'grid.416016.4', 'name': 'Rochester General Hospital', 'country_name': 'United States'}]",57,Cynthia R Howard,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.016071555657.52
Cyril,ur.0652075501.61,Meyerowitz,,"[{'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}]",57,Cyril Meyerowitz,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0652075501.61
Walter Richard,ur.0722532117.72,Burack,['0000-0002-5584-584X'],"[{'id': 'grid.412587.d', 'name': 'University of Virginia Health System', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.240223.5', 'name': 'Memorial Hospital of Rhode Island', 'country_name': 'United States'}, {'id': 'grid.11598.34', 'name': 'Medical University of Graz', 'country_name': 'Austria'}, {'id': 'grid.414123.1', 'acronym': 'LPCH', 'name': ""Lucile Packard Children's Hospital"", 'country_name': 'United States'}, {'id': 'grid.410540.4', 'name': 'National University Hospital of Iceland', 'country_name': 'Iceland'}, {'id': 'grid.4367.6', 'acronym': 'WUSTL', 'name': 'Washington University in St. Louis', 'country_name': 'United States'}]",57,Walter Richard Burack,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.0722532117.72
Jessica F,ur.01125322477.17,Cantlon,,"[{'id': 'grid.26009.3d', 'name': 'Duke University', 'country_name': 'United States'}, {'id': 'grid.16416.34', 'acronym': 'UR', 'name': 'University of Rochester', 'country_name': 'United States'}, {'id': 'grid.412750.5', 'acronym': 'URMC', 'name': 'University of Rochester Medical Center', 'country_name': 'United States'}, {'id': 'grid.147455.6', 'acronym': 'CMU', 'name': 'Carnegie Mellon University', 'country_name': 'United States'}]",57,Jessica F Cantlon,https://app.dimensions.ai/discover/publication?and_facet_researcher=ur.01125322477.17
