,for_name,id,year,title
1378,Medical Biotechnology,EP-2703487-A4,2012,PEPTIDE FOR INDUCING REGENERATION OF TISSUE AND USE THEREOF
1379,Biochemistry and Cell Biology,US-10048253-B2,2013,Method for identifying compounds of therapeutic interest
1380,Organic Chemistry,WO-2017037150-A1,2016,"QUATERNARY ASSEMBLIES OF WATER-SOLUBLE NON-PEPTIDE HELICAL FOLDAMERS, THEIR USE AND PRODUCTION THEREOF"
1381,Biochemistry and Cell Biology,WO-2013178565-A1,2013,GENOTYPE- OR PHENOTYPE-BASED DRUG FORMULATION
1382,Immunology,WO-2017098014-A1,2016,A METHOD FOR OBTAINING HEMATOPOETIC CELL POPULATION CONTAINING REGULATORY T CELLS (TREGS) SPECIFIC FOR AN IRRELEVANT ANTIGEN
1383,Biochemistry and Cell Biology,US-9963699-B2,2013,Methods for modulating C9ORF72 expression
1384,Neurosciences,US-9963699-B2,2013,Methods for modulating C9ORF72 expression
1385,Cardiorespiratory Medicine and Haematology,US-9457030-B2,2013,Compositions and methods for the treatment of juvenile neuronal ceroid lipofuscinosis and related disorders
1386,Neurosciences,US-9605263-B2,2016,Compositions for modulating C9ORF72 expression
1387,Artificial Intelligence and Image Processing,WO-2014147518-A3,2014,DYNAMIC MRI WITH IMAGE RECONSTRUCTION USING COMPRESSED SENSING
1388,Pharmacology and Pharmaceutical Sciences,EP-2668945-A1,2012,Genotype and phenotype-based medicinal formulations
1389,Biochemistry and Cell Biology,US-9486534-B2,2015,Niacin conjugated fatty acid mixtures and their uses
1390,Immunology,US-9655352-B2,2014,Humanized M-CSF mice
1391,Neurosciences,US-9937231-B2,2014,Methods and agents for treating Alzheimer's disease
1392,Medical Biochemistry and Metabolomics,US-8952000-B2,2012,"Cholesterol absorption inhibitor and omega 3 fatty acids for the reduction of cholesterol and for the prevention or reduction of cardiovascular, cardiac and vascular events"
1393,Macromolecular and Materials Chemistry,US-9289500-B2,2014,Saccharide-peptide hydrogels
1394,Immunology,US-8652477-B2,2010,Methods for treating disseminated intravascular coagulation by inhibiting MASP-2 dependent complement activation
1395,Biochemistry and Cell Biology,WO-2014001557-A1,2013,A METHOD FOR IDENTIFYING COMPOUNDS OF THERAPEUTIC INTEREST
1396,Medical Biochemistry and Metabolomics,WO-2014183023-A1,2014,USING PLEXIN-A4 AS A BIOMARKER AND THERAPEUTIC TARGET FOR ALZHEIMER'S DISEASE
1397,Biochemistry and Cell Biology,WO-2017129998-A1,2017,G PROTEINS
1398,Biochemistry and Cell Biology,WO-2013119602-A1,2013,ARRDC1-MEDIATED MICROVESICLES (ARMMS) AND USES THEREOF
1399,Genetics,WO-2014074942-A1,2013,RISK VARIANTS OF ALZHEIMER'S DISEASE
1400,Neurosciences,US-9486430-B2,2012,Treatment of neurodegenerative disease
1401,Macromolecular and Materials Chemistry,US-9867845-B2,2015,Vectors for delivery of agents across biological membranes
1402,Immunology,US-10059776-B2,2017,Methods for treating conditions associated with MASP-2 dependent complement activation
1403,Biochemistry and Cell Biology,US-9919010-B2,2009,Method for collecting functional cells in vivo with high efficiency
1404,Biochemistry and Cell Biology,US-RE46608-E1,2015,Fatty acid niacin conjugates and their uses
1405,Interdisciplinary Engineering,WO-2015078602-A1,2014,PHASE CHANGE MATERIAL AND USE THEREOF
1406,Medical Biotechnology,WO-2014060401-A1,2013,COAGULATION FACTOR VII POLYPEPTIDES
1407,Neurosciences,US-9611465-B2,2015,Pharmaceutical composition containing core factor involved in proliferation and differentiation of central nervous cell
1408,Biochemistry and Cell Biology,US-9611465-B2,2015,Pharmaceutical composition containing core factor involved in proliferation and differentiation of central nervous cell
1409,Immunology,WO-2017211928-A1,2017,ANTI-IgE ANTIBODIES
1410,Medical Biochemistry and Metabolomics,US-8715648-B2,2012,Method for treating obesity with anti-obesity formulations and omega 3 fatty acids for the reduction of body weight in cardiovascular disease patients (CVD) and diabetics
1411,Immunology,US-9644035-B2,2013,Methods for treating conditions associated with MASP-2 dependent complement activation
1412,Genetics,US-9260754-B2,2011,Connexin mutation detection for lymphatic variation and disease
1413,Biochemistry and Cell Biology,US-RE46605-E1,2015,Fatty acid niacin conjugates and their uses
1414,Biochemistry and Cell Biology,EP-2792355-A1,2013,Compounds for use as bromodomain inhibitors
1415,Neurosciences,WO-2013127918-A1,2013,NEW THERAPEUTIC APPROACHES FOR TREATING PARKINSON'S DISEASE
1416,Immunology,US-9267153-B2,2012,Porcine knob xenotype chimeric adenoviral vector for dendritic cell infection
1417,Genetics,EP-2704743-A4,2012,COMPOSITIONS FOR INHIBITING MASP-2 DEPENDENT COMPLEMENT ACITIVATION
1418,Immunology,AU-2011230537-B2,2011,"Vista regulatory T cell mediator protein, vista binding agents and use thereof"
1419,Biochemistry and Cell Biology,AU-2011230537-B2,2011,"Vista regulatory T cell mediator protein, vista binding agents and use thereof"
1420,Other Chemical Sciences,US-9095559-B2,2013,Methods of therapeutic monitoring of nitrogen scavenging drugs
1421,Clinical Sciences,EP-2606905-A1,2011,Peptides targeting Receptor activator of nuclear factor-kappa B (RANK) and their applications
1422,Immunology,AU-2011230537-C1,2011,"Vista regulatory T cell mediator protein, vista binding agents and use thereof"
1423,Biochemistry and Cell Biology,AU-2011230537-C1,2011,"Vista regulatory T cell mediator protein, vista binding agents and use thereof"
1424,Immunology,US-8231872-B2,2010,Regulatory T cell mediator proteins and uses thereof
1425,Biochemistry and Cell Biology,US-8231872-B2,2010,Regulatory T cell mediator proteins and uses thereof
1426,Immunology,US-9890215-B2,2014,Vista modulators for diagnosis and treatment of cancer
1427,Other Chemical Sciences,US-9326966-B2,2015,Methods of therapeutic monitoring of nitrogen scavenging drugs
1428,Biochemistry and Cell Biology,US-8465740-B2,2011,Regulatory T cell mediator proteins and uses thereof
1429,Medical Microbiology,GB-2494953-B,2012,Biomarkers for respiratory infection
1430,Medical Microbiology,GB-2494953-A,2012,Determining levels of Pseudomonas aeruginosa in patient by measuring sputum levels of a siderophore and a secreted bacterial protein over time
1431,Cardiorespiratory Medicine and Haematology,GB-2494953-A,2012,Determining levels of Pseudomonas aeruginosa in patient by measuring sputum levels of a siderophore and a secreted bacterial protein over time
1432,Immunology,US-10066009-B2,2016,Anti-CGRP compositions and use thereof
1433,Biochemistry and Cell Biology,WO-2012177880-A1,2012,ADHESIVE SIGNATURE-BASED METHODS FOR THE ISOLATION OF STEM CELLS AND CELLS DERIVED THEREFROM
1434,Other Chemical Sciences,US-10045958-B1,2018,Methods of therapeutic monitoring of nitrogen scavenging drugs
1435,Biomedical Engineering,WO-2014141288-A1,2013,"THE ART, METHOD, MANNER, PROCESS AND SYSTEM OF A NANO-BIOMINERAL FOR MULTI-MODAL CONTRAST IMAGING AND DRUG DELIVERY"
1436,Macromolecular and Materials Chemistry,WO-2014141288-A1,2013,"THE ART, METHOD, MANNER, PROCESS AND SYSTEM OF A NANO-BIOMINERAL FOR MULTI-MODAL CONTRAST IMAGING AND DRUG DELIVERY"
1437,Immunology,US-8236304-B2,2006,Use of PD-L3 proteins and PD-L3 specific antibodies or antibody fragments to regulate CD4+ and CD8+ T cell immunity
1438,Biochemistry and Cell Biology,US-8236304-B2,2006,Use of PD-L3 proteins and PD-L3 specific antibodies or antibody fragments to regulate CD4+ and CD8+ T cell immunity
1439,Oncology and Carcinogenesis,WO-2014028907-A1,2013,DIAGNOSTIC MARKERS OF INDOLENT PROSTATE CANCER
1440,Microbiology,EP-3094346-A4,2015,VISTA ANTAGONIST AND METHODS OF USE
1441,Immunology,EP-2913675-A3,2015,GP2 isoforms and their use in autoantibody capture
1442,Medical Microbiology,US-8980566-B2,2012,Biomarkers for respiratory infection
1443,Pharmacology and Pharmaceutical Sciences,US-9416103-B2,2013,"Use of the aminoalkylindole JWH-073-M4 and related compounds as neutral CB1 receptor antagonists for the treatment of alcoholism, drug abuse, obesity, and obesity-related diseases"
1444,Medical Biotechnology,EP-3008174-A4,2014,METHOD OF EFFICIENTLY ESTABLISHING INDUCED PLURIPOTENT STEM CELLS
1445,Immunology,US-8501915-B2,2012,Regulatory T cell mediator proteins and uses thereof
1446,Biochemistry and Cell Biology,US-8501915-B2,2012,Regulatory T cell mediator proteins and uses thereof
1447,Other Chemical Sciences,US-9962358-B2,2017,Methods of therapeutic monitoring of nitrogen scavenging drugs
1448,Other Chemical Sciences,US-9254278-B2,2015,Methods of therapeutic monitoring of nitrogen scavenging drugs
1449,Immunology,US-9381244-B2,2013,VISTA modulators for diagnosis and treatment of cancer
1450,Oncology and Carcinogenesis,WO-2015097536-A2,2014,ANTI-VISTA ANTIBODIES AND FRAGMENTS
1451,Immunology,WO-2014039983-A1,2013,VISTA MODULATORS FOR DIAGNOSIS AND TREATMENT OF CANCER
1452,Neurosciences,US-9851425-B2,2013,Background-suppressed myelin water imaging
1453,Clinical Sciences,WO-2014013051-A1,2013,METHOD OF PREDICTING OR DIAGNOSING AN HEPATIC ENCEPHALOPATHY IN PATIENTS WITH CIRRHOSIS TREATED WITH TRANSJUGULAR INTRA-HEPATIC PORTO-SYSTEMIC SHUNT (TIPS)
1454,Other Chemical Sciences,US-9999608-B2,2017,Methods of therapeutic monitoring of nitrogen scavenging drugs
1455,Clinical Sciences,WO-2013093039-A1,2012,PEPTIDES TARGETING RECEPTOR ACTIVATOR OF NUCLEAR FACTOR -KAPPA B (RANK) AND THEIR APPLICATIONS
1456,Other Chemical Sciences,US-9962359-B2,2017,Methods of therapeutic monitoring of nitrogen scavenging drugs
1457,Cardiorespiratory Medicine and Haematology,US-9457030-B2,2013,Compositions and methods for the treatment of juvenile neuronal ceroid lipofuscinosis and related disorders
1458,Immunology,US-9745373-B2,2012,Anti-CGRP compositions and use thereof
1459,Oncology and Carcinogenesis,WO-2018049248-A1,2017,ONCOLYTIC VIRUS EQUIPPED WITH BISPECIFIC ENGAGER MOLECULES
1460,Biochemistry and Cell Biology,WO-2018087285-A1,2017,OR10H1 ANTIGEN BINDING PROTEINS AND USES THEREOF
1461,Immunology,US-10035857-B2,2015,Regulatory T cell mediator proteins and uses thereof
1462,Biochemistry and Cell Biology,US-10035857-B2,2015,Regulatory T cell mediator proteins and uses thereof
1463,Inorganic Chemistry,US-8673260-B2,2013,Development of earth-abundant mixed-metal sulfide nanoparticles for use in solar energy conversion
1464,Physical Chemistry (incl. Structural),US-8673260-B2,2013,Development of earth-abundant mixed-metal sulfide nanoparticles for use in solar energy conversion
1465,Organic Chemistry,WO-2013092574-A1,2012,ISOTHIAZOLOPYRIDINE-2-CARBOXAMIDES AND THEIR USE AS PHARMACEUTICALS
1466,Immunology,EP-2864352-A4,2013,"NOVEL VISTA-IG CONSTRUCTS AND THE USE OF VISTA-IG FOR TREATMENT OF AUTOIMMUNE, ALLERGIC AND INFLAMMATORY DISORDERS"
1467,Neurosciences,US-9040082-B2,2012,Compositions and methods for treatment of chronic fatigue
1468,Clinical Sciences,WO-2017208001-A1,2017,BIOMARKERS FOR PLATELET DISORDERS
1469,Biochemistry and Cell Biology,WO-2017208001-A1,2017,BIOMARKERS FOR PLATELET DISORDERS
1470,Immunology,AU-2016202172-B2,2016,"Vista regulatory T cell mediator protein, vista binding agents and use thereof"
1471,Biochemistry and Cell Biology,AU-2016202172-B2,2016,"Vista regulatory T cell mediator protein, vista binding agents and use thereof"
1472,Medical Microbiology,US-8183349-B2,2010,Markers of XMRV infection and uses thereof
1473,Biochemistry and Cell Biology,WO-2014041087-A1,2013,MUSCLE SECRETOME AND USES THEREOF
1474,Clinical Sciences,US-10005848-B2,2015,Method of reducing blood glucose by administering RON agonists
1475,"Atomic, Molecular, Nuclear, Particle and Plasma Physics",US-9561197-B2,2012,Methods of therapeutic monitoring of phenylacetic acid prodrugs
1476,Immunology,US-9855332-B2,2012,Use of anti-CGRP antibodies and antibody fragments to treat diarrhea in subjects with diseases or treatments that result in elevated CGRP levels
1477,Immunology,US-9708393-B2,2012,"Use of anti-CGRP antibodies and antibody fragments to prevent or inhibit photophobia or light aversion in subjects in need thereof, especially migraine sufferers"
1478,Immunology,US-9217035-B2,2013,Regulatory T cell mediator proteins and uses thereof
1479,Biochemistry and Cell Biology,US-9217035-B2,2013,Regulatory T cell mediator proteins and uses thereof
1480,Psychology,US-9623023-B2,2013,Class of non-stimulant treatment and ADHD and related disorders
1481,Oncology and Carcinogenesis,WO-2014110475-A1,2014,"BIOMARKERS IN CANCER, METHODS, AND SYSTEMS RELATED THERETO"
1482,Biochemistry and Cell Biology,EP-3299818-A1,2016,METHOD FOR THE DIAGNOSIS OF ACUTE PANCREATITIS (AP) BY DETECTION OF GLYCOPROTEIN 2 ISOFORM ALPHA (GP2A)
1483,Other Chemical Sciences,US-10045959-B1,2018,Methods of therapeutic monitoring of nitrogen scavenging drugs
1484,Pharmacology and Pharmaceutical Sciences,US-9289406-B2,2013,Methods of administering and evaluating nitrogen scavenging drugs for the treatment of hepatic encephalopathy
1485,Immunology,WO-2012076868-A1,2011,ANTIBODIES TO MYCOBACTERIA
1486,Immunology,WO-2013192504-A1,2013,"NOVEL VISTA-IG CONSTRUCTS AND THE USE OF VISTA-IG FOR TREATMENT OF AUTOIMMUNE, ALLERGIC AND INFLAMMATORY DISORDERS"
1487,Biochemistry and Cell Biology,WO-2018055209-A2,2017,METHOD FOR THE DIAGNOSIS OF ACUTE PANCREATITIS (AP) BY DETECTION OF GLYCOPROTEIN 2 ISOFORM ALPHA (GP2A)
1488,Immunology,US-9631018-B2,2011,"Vista regulatory T cell mediator protein, vista binding agents and use thereof"
1489,Biochemistry and Cell Biology,US-9631018-B2,2011,"Vista regulatory T cell mediator protein, vista binding agents and use thereof"
1490,Physical Chemistry (incl. Structural),US-9914692-B2,2016,Procedure for the preparation of 4-phenyl butyrate and uses thereof
1491,Immunology,AU-2013312211-B2,2013,VISTA modulators for diagnosis and treatment of cancer
1492,Genetics,US-9441223-B2,2013,"Transposable elements, TDP-43, and neurodegenerative disorders"
1493,Oncology and Carcinogenesis,US-20140303002-A1,2014,Gene Expression Profile Algorithm and Test for Determining Prognosis of Prostate Cancer
1494,Genetics,US-20140303002-A1,2014,Gene Expression Profile Algorithm and Test for Determining Prognosis of Prostate Cancer
1495,Oncology and Carcinogenesis,US-9458510-B2,2012,Signatures and determinants associated with prostate cancer progression and methods of use thereof
1496,Genetics,US-9839894-B2,2016,De novo synthesized gene libraries
1497,Clinical Sciences,US-9726659-B2,2013,CMPF as a biomarker for diabetes and associated methods
1498,Materials Engineering,US-9046731-B2,2013,Plasmonic enhancement of material properties
1499,Clinical Sciences,WO-2017064119-A1,2016,METHODS AND PHARMACEUTICAL COMPOSITIONS FOR THE TREATMENT OF RETINAL CAPILLARY NON-PERFUSION
1500,Electrical and Electronic Engineering,US-9706961-B2,2013,Electro-cardiograph sensor mat
1501,Cardiorespiratory Medicine and Haematology,WO-2012107725-A1,2012,MATERIALS AND METHODS RELATING TO CARDIOVASCULAR IMAGING
1502,Immunology,US-9517217-B2,2013,Immune cell activation inhibitor and use thereof
1503,Biochemistry and Cell Biology,US-9517217-B2,2013,Immune cell activation inhibitor and use thereof
1504,Neurosciences,US-9517217-B2,2013,Immune cell activation inhibitor and use thereof
1505,Organic Chemistry,US-9981239-B2,2016,Devices and methods for oligonucleic acid library synthesis
1506,Organic Chemistry,US-9895673-B2,2016,Functionalized surfaces and preparation thereof
1507,Physical Chemistry (incl. Structural),US-9895673-B2,2016,Functionalized surfaces and preparation thereof
1508,Genetics,US-9889423-B2,2016,De novo synthesized gene libraries
1509,Clinical Sciences,WO-2014023703-A1,2013,GENETIC MARKERS FOR PREDICTING RESPONSIVENESS TO FGF-18 COMPOUND
1510,Genetics,US-9555388-B2,2016,De novo synthesized gene libraries
1511,Oncology and Carcinogenesis,WO-2012013931-A1,2011,METHODS FOR DIAGNOSING CANCER
1512,Immunology,WO-2014021455-A1,2013,IMMUNE CELL ACTIVATION INHIBITOR AND USE THEREOF
1513,Biochemistry and Cell Biology,WO-2014021455-A1,2013,IMMUNE CELL ACTIVATION INHIBITOR AND USE THEREOF
1514,Clinical Sciences,WO-2014023704-A1,2013,PROGNOSIS BIOMARKERS IN CARTILAGE DISORDERS
1515,Biomedical Engineering,WO-2014023704-A1,2013,PROGNOSIS BIOMARKERS IN CARTILAGE DISORDERS
1516,Artificial Intelligence and Image Processing,US-9224210-B2,2014,Systems and methods for accelerated dynamic magnetic resonance imaging
1517,Biomedical Engineering,US-9224210-B2,2014,Systems and methods for accelerated dynamic magnetic resonance imaging
1518,Clinical Sciences,US-20140199284-A1,2012,STRUCTURAL MUTATIONS IN TITIN CAUSE DILATED CARDIOMYOPATHY
1519,Genetics,US-8771755-B2,2012,Preparation and compositions of highly bioavailable zerovalent sulfur and uses thereof
1520,Other Physical Sciences,EP-2498116-A1,2012,Microscope apparatus
1521,Other Chemical Sciences,WO-2016185160-A1,2016,COMPOUNDS
