supporting_grant_ids,doi,year,title
"['grant.3857120', 'grant.4898442', 'grant.6584930', 'grant.6582961', 'grant.6541398', 'grant.2459630', 'grant.2457344']",10.12688/f1000research.14736.1,2018,Antimicrobial peptide LL-37 and recombinant human mannose-binding lectin express distinct age- and pathogen-specific antimicrobial activity in human newborn cord blood in vitro
"['grant.3857120', 'grant.6582961', 'grant.6584930', 'grant.2459630', 'grant.4898442', 'grant.2457344']",10.3389/fimmu.2017.01772,2017,Identification and Characterization of Stimulator of Interferon Genes As a Robust Adjuvant Target for Early Life Immunization
"['grant.6713836', 'grant.6720882', 'grant.6734479']",10.1038/s41598-017-08063-1,2017,Cytolytic DNA vaccine encoding lytic perforin augments the maturation of- and antigen presentation by- dendritic cells in a time-dependent manner
['grant.6581700'],10.1016/j.vaccine.2017.07.036,2017,"Global burden of diarrheal diseases among children in developing countries: Incidence, etiology, and insights from new molecular diagnostic techniques"
['grant.6580836'],10.1038/s41598-017-03259-x,2017,Smart Microparticles with a pH-responsive Macropore for Targeted Oral Drug Delivery
"['grant.2684646', 'grant.2683719', 'grant.6581503', 'grant.2482368', 'grant.6803222']",10.1038/nature25157,2017,Evolution of a designed protein assembly encapsulating its own RNA genome
"['grant.2441124', 'grant.6584061']",10.1038/s41598-017-01051-5,2017,Human Cytomegalovirus Induces Cellular and Humoral Virus-specific Immune Responses in Humanized BLT Mice
"['grant.2695908', 'grant.6585976', 'grant.2425642', 'grant.6581087', 'grant.6585395', 'grant.2425018', 'grant.2458929', 'grant.2354613', 'grant.2425647']",10.1371/journal.ppat.1006687,2017,Sequential inflammatory processes define human progression from M. tuberculosis infection to tuberculosis disease
"['grant.2683813', 'grant.2723130', 'grant.2441123', 'grant.6581126']",10.1128/jvi.01005-17,2017,Extracellular Matrix Proteins Mediate HIV-1 gp120 Interactions with α4β7
"['grant.5125077', 'grant.4729056', 'grant.4455456', 'grant.6952462', 'grant.2439831', 'grant.6582310']",10.1016/j.str.2017.09.009,2017,Targeting the Late Stage of HIV-1 Entry for Antibody-Dependent Cellular Cytotoxicity: Structural Basis for Env Epitopes in the C11 Region
['grant.6586118'],10.1016/s1473-3099(17)30359-6,2017,Protection against cholera from killed whole-cell oral cholera vaccines: a systematic review and meta-analysis
"['grant.3639634', 'grant.6952548', 'grant.6580803', 'grant.4107080', 'grant.2695866', 'grant.4578991', 'grant.', 'grant.6583736', 'grant.4104047']",10.3389/fimmu.2017.01222,2017,Functional Analysis of Phagocyte Activity in Whole Blood from HIV/Tuberculosis-Infected Individuals Using a Novel Flow Cytometry-Based Assay
"['grant.6584245', 'grant.6586118']",10.1016/j.vaccine.2017.07.021,2017,Socioeconomic risk factors for cholera in different transmission settings: An analysis of the data of a cluster randomized trial in Bangladesh
['grant.5919672'],10.1016/j.ijid.2017.07.015,2017,Molecular epidemiology of Bordetella pertussis in Cambodia determined by direct genotyping of clinical specimens
"['grant.7924629', 'grant.3560241', 'grant.6585612']",10.1016/j.jviromet.2017.05.011,2017,A replication-competent foot-and-mouth disease virus expressing a luciferase reporter
"['grant.6581700', 'grant.3627639', 'grant.']",10.1371/journal.pntd.0005795,2017,Animal-related factors associated with moderate-to-severe diarrhea in children younger than five years in western Kenya: A matched case-control study
"['grant.7155947', 'grant.', 'grant.6582119', 'grant.3638181', 'grant.6581972']",10.1016/j.vaccine.2017.07.009,2017,"Population genetic structure, antibiotic resistance, capsule switching and evolution of invasive pneumococci before conjugate vaccination in Malawi"
['grant.5919672'],10.1371/journal.pone.0181181,2017,A high seroprevalence of antibodies to pertussis toxin among Japanese adults: Qualitative and quantitative analyses
"['grant.5915194', 'grant.5847585']",10.1016/j.meegid.2017.03.020,2017,Emergence of norovirus GII.2 and its novel recombination during the gastroenteritis outbreak in Japanese children in mid-2016
"['grant.3535116', 'grant.2705250', 'grant.2416545', 'grant.2681813', 'grant.2410219', 'grant.3623406', 'grant.2699087', 'grant.3534954', 'grant.2695901', 'grant.6582848', 'grant.2695874', 'grant.2695759']",10.1016/j.jaut.2017.03.010,2017,Mass cytometry identifies a distinct monocyte cytokine signature shared by clinically heterogeneous pediatric SLE patients
"['grant.3984136', 'grant.2457344', 'grant.6584930', 'grant.6582961', 'grant.3857120', 'grant.4898442', 'grant.2459630', 'grant.4102519']",10.1128/cvi.00034-17,2017,Waning Immunity and Microbial Vaccines—Workshop of the National Institute of Allergy and Infectious Diseases
['grant.6583645'],10.1371/journal.pntd.0005652,2017,Neighborhood-targeted and case-triggered use of a single dose of oral cholera vaccine in an urban setting: Feasibility and vaccine coverage
"['grant.6580576', 'grant.2423349', 'grant.2705250']",10.1128/cvi.00039-17,2017,Parasitic Infections in Pregnancy Decrease Placental Transfer of Antipneumococcus Antibodies
"['grant.2598622', 'grant.6583587']",10.2217/imt-2017-0030,2017,The mutable vaccine for mutable viruses
"['grant.6140371', 'grant.5864910']",10.1007/s10616-016-9958-1,2017,Expression of interferon-inducible transmembrane proteins in the chicken and possible role in prevention of viral infections
"['grant.6140371', 'grant.5903822', 'grant.5864910']",10.1080/09168451.2016.1274639,2017,Characterization of chicken interferon-inducible transmembrane protein-10
['grant.6586118'],10.1016/s1473-3099(16)30523-0,2017,Safety of a killed oral cholera vaccine (Shanchol) in pregnant women in Malawi: an observational cohort study
"['grant.6728287', 'grant.6584930', 'grant.6582961', 'grant.2684475', 'grant.2459630', 'grant.2457344', 'grant.2490538']",10.1371/journal.pone.0175936,2017,Human alkaline phosphatase dephosphorylates microbial products and is elevated in preterm neonates with a history of late-onset sepsis
"['grant.3857111', 'grant.6580266']",10.1177/2051013617702072,2017,Accounting for adjuvant-induced artifacts in the characterization of vaccine formulations by polyacrylamide gel electrophoresis
['grant.5919672'],10.3201/eid2304.161575,2017,"Significant Decrease in Pertactin-Deficient Bordetella pertussis Isolates, Japan"
['grant.6581595'],10.1128/aem.02289-16,2017,Engineering Mycobacteria for the Production of Self-Assembling Biopolyesters Displaying Mycobacterial Antigens for Use as a Tuberculosis Vaccine
"['grant.2438689', 'grant.6584059', 'grant.2354962', 'grant.2684000', 'grant.6443220', 'grant.4104066', 'grant.3858744', 'grant.2438688']",10.1371/journal.ppat.1006163,2017,Mucosal stromal fibroblasts markedly enhance HIV infection of CD4+ T cells
"['grant.5847585', 'grant.5915194']",10.1002/jmv.24630,2017,Detection and characterization of Aichi virus 1 in pediatric patients with diarrhea in Thailand
"['grant.6581522', 'grant.3803016', 'grant.6580266', 'grant.2346732']",10.1016/j.vaccine.2016.12.057,2017,Nanoformulation of synergistic TLR ligands to enhance vaccination against Entamoeba histolytica
['grant.5919672'],10.1016/j.mimet.2016.12.009,2017,Evaluation of a commercial loop-mediated isothermal amplification assay for diagnosis of Bordetella pertussis infection
"['grant.7155947', 'grant.2769766', 'grant.6582119', 'grant.2783211', 'grant.3638181', 'grant.', 'grant.4107010', 'grant.2697613']",10.1016/j.vaccine.2016.12.037,2017,The global distribution and diversity of protein vaccine candidate antigens in the highly virulent Streptococcus pnuemoniae serotype 1
['grant.5919672'],10.1093/femspd/ftx011,2017,The proline residue at position 319 of BvgS is essential for BvgAS activation in Bordetella pertussis.
"['grant.6581486', 'grant.', 'grant.3785391', 'grant.2435198', 'grant.2452571', 'grant.2705345', 'grant.4102341', 'grant.6581983', 'grant.4456580', 'grant.2633944', 'grant.2681942', 'grant.6581364']",10.1038/nmicrobiol.2016.199,2017,An HIV-1 antibody from an elite neutralizer implicates the fusion peptide as a site of vulnerability
['grant.5826474'],10.3389/fimmu.2017.00022,2017,Applications of Genetically Modified Immunobiotics with High Immunoregulatory Capacity for Treatment of Inflammatory Bowel Diseases
['grant.6581700'],10.3389/fcimb.2016.00200,2017,Chaperone-Usher Pili Loci of Colonization Factor-Negative Human Enterotoxigenic Escherichia coli
['grant.5826474'],10.1007/s00253-016-7907-8,2017,Secretion of an immunoreactive single-chain variable fragment antibody against mouse interleukin 6 by Lactococcus lactis
['grant.6582848'],10.1016/j.heliyon.2016.e00223,2017,Comparison of IPV to tOPV week 39 boost of primary OPV vaccination in Indian infants: an open labelled randomized controlled trial
"['grant.', 'grant.4102341', 'grant.6581486', 'grant.4456580', 'grant.3785391', 'grant.6581364']",10.1111/imr.12481,2017,Native‐like Env trimers as a platform for HIV‐1 vaccine design
"['grant.4729056', 'grant.5504483', 'grant.5125077', 'grant.6580595', 'grant.6582310']",10.1111/imr.12510,2017,Survivors Remorse: antibody‐mediated protection against HIV‐1
['grant.5872775'],10.5387/fms.2017-09,2017,Neutralizing epitopes of RSV and palivizumab resistance in Japan
['grant.5919672'],10.12932/ap0734,2017,Enhancement and regulation effect of myrcene on antibody response in immunization with ovalbumin and Ag85B in mice.
"['grant.7155899', 'grant.6580803', 'grant.4578991', 'grant.']",10.12688/wellcomeopenres.12869.1,2017,"B cell, CD8 + T cell and gamma delta T cell lymphocytic alveolitis alters alveolar immune cell homeostasis in HIV-infected Malawian adults"
"['grant.3803016', 'grant.3857111', 'grant.6580266']",10.1016/b978-0-12-804019-5.00006-2,2017,Chapter 6 Current Status of Toll-Like Receptor 4 Ligand Vaccine Adjuvants
"['grant.6580803', 'grant.4578991']",10.12688/wellcomeopenres.12869.2,2017,"B cell, CD8 + T cell and gamma delta T cell infiltration alters alveolar immune cell homeostasis in HIV-infected Malawian adults"
"['grant.7155899', 'grant.4578991', 'grant.6580803']",10.12688/wellcomeopenres.12869.3,2017,"B cell, CD8 + T cell and gamma delta T cell infiltration alters alveolar immune cell homeostasis in HIV-infected Malawian adults"
"['grant.4898442', 'grant.6584930', 'grant.2457344', 'grant.3857120', 'grant.6582961', 'grant.2459630']",10.4049/jimmunol.1600282,2016,Age-Specific Adjuvant Synergy: Dual TLR7/8 and Mincle Activation of Human Newborn Dendritic Cells Enables Th1 Polarization
"['grant.6581522', 'grant.2347717', 'grant.6580266', 'grant.2451204', 'grant.3857111']",10.4049/jimmunol.1600993,2016,IL-18 and Subcapsular Lymph Node Macrophages are Essential for Enhanced B Cell Responses with TLR4 Agonist Adjuvants
"['grant.6582848', 'grant.3804760', 'grant.2695759', 'grant.2695901', 'grant.6584662', 'grant.2683721', 'grant.7141965', 'grant.2459627']",10.4049/jimmunol.1601195,2016,Mapping the Fetomaternal Peripheral Immune System at Term Pregnancy
"['grant.3536909', 'grant.6583645', 'grant.2410285']",10.1038/srep35742,2016,Immune Responses to an Oral Cholera Vaccine in Internally Displaced Persons in South Sudan
"['grant.6581522', 'grant.6580266']",10.1016/j.jconrel.2016.11.011,2016,Adsorption of a synthetic TLR7/8 ligand to aluminum oxyhydroxide for enhanced vaccine adjuvant activity: A formulation approach
"['grant.4578991', 'grant.2542782', 'grant.2685786', 'grant.4104047', 'grant.5504691', 'grant.6580803', 'grant.3639634']",10.1186/s12977-016-0289-2,2016,Heterogeneous loss of HIV transcription and proviral DNA from 8E5/LAV lymphoblastic leukemia cells revealed by RNA FISH:FLOW analyses
"['grant.2683719', 'grant.2455699', 'grant.2683880', 'grant.6581503', 'grant.2454584', 'grant.2440539']",10.1038/nature20607,2016,Designed proteins induce the formation of nanocage-containing extracellular vesicles
"['grant.6582119', 'grant.3638181', 'grant.2459930', 'grant.2783211', 'grant.2769766', 'grant.2764745', 'grant.3637460', 'grant.']",10.1186/s12879-016-1987-z,2016,Understanding pneumococcal serotype 1 biology through population genomic analysis
"['grant.6580745', 'grant.2692270']",10.1016/s2214-109x(16)30201-7,2016,"Efficacy of a Russian-backbone live attenuated influenza vaccine among children in Senegal: a randomised, double-blind, placebo-controlled trial"
"['grant.5504483', 'grant.4455456', 'grant.5125077', 'grant.4729056', 'grant.6582310']",10.1038/srep36685,2016,Molecular basis for epitope recognition by non-neutralizing anti-gp41 antibody F240
"['grant.6582119', 'grant.2459930', 'grant.', 'grant.3638181']",10.1128/mbio.01053-16,2016,Recombination in Streptococcus pneumoniae Lineages Increase with Carriage Duration and Size of the Polysaccharide Capsule
['grant.6583645'],10.1016/s2214-109x(16)30211-x,2016,Effectiveness of one dose of oral cholera vaccine in response to an outbreak: a case-cohort study
"['grant.6581271', 'grant.4730002', 'grant.5244212', 'grant.2631559', 'grant.2695789', 'grant.3936141', 'grant.2438861']",10.1038/mi.2016.8,2016,Enhanced binding of antibodies generated during chronic HIV infection to mucus component MUC16
"['grant.4729099', 'grant.6584889', 'grant.3801968', 'grant.2458109', 'grant.6581126', 'grant.2683717']",10.1128/jvi.01351-16,2016,Epitope-Independent Purification of Native-Like Envelope Trimers from Diverse HIV-1 Isolates
"['grant.3801968', 'grant.2439831', 'grant.6581126', 'grant.2439735', 'grant.2683395']",10.1128/jvi.01116-16,2016,Changes in Structure and Antigenicity of HIV-1 Env Trimers Resulting from Removal of a Conserved CD4 Binding Site-Proximal Glycan
"['grant.6581126', 'grant.2435194', 'grant.2459747', 'grant.2346217', 'grant.2441123', 'grant.2458116']",10.1128/jvi.00853-16,2016,Induction of Heterologous Tier 2 HIV-1-Neutralizing and Cross-Reactive V1/V2-Specific Antibodies in Rabbits by Prime-Boost Immunization
"['grant.2436378', 'grant.2705345', 'grant.2705344', 'grant.4729056', 'grant.6582310']",10.1016/j.ebiom.2016.09.004,2016,Co-receptor Binding Site Antibodies Enable CD4-Mimetics to Expose Conserved Anti-cluster A ADCC Epitopes on HIV-1 Envelope Glycoproteins
"['grant.5915194', 'grant.5847585']",10.1016/j.meegid.2016.07.031,2016,"Molecular characterization of norovirus GII.17 detected in healthy adult, intussusception patient, and acute gastroenteritis children in Thailand"
['grant.6586118'],10.1371/journal.pmed.1002120,2016,Potential for Controlling Cholera Using a Ring Vaccination Strategy: Re-analysis of Data from a Cluster-Randomized Clinical Trial
['grant.6581700'],10.1371/journal.pone.0160060,2016,"Epidemiology, Seasonality and Factors Associated with Rotavirus Infection among Children with Moderate-to-Severe Diarrhea in Rural Western Kenya, 2008–2012: The Global Enteric Multicenter Study (GEMS)"
