,assignee_names,assignees,filing_status,granted_year,id,inventor_names,publication_date,times_cited,title,year
696,"['Toshiba Corp', 'TOSHIBA KK']","[{'id': 'grid.410825.a', 'name': 'Toshiba (Japan)', 'country_name': 'Japan'}]",Application,,EP-2852062-A3,"['FUNAKI, HIDEYUKI', 'KIMURA, SHUNSUKE', 'Kawata, Go', 'ITAKURA, TETSURO', 'FURUTA, MASANORI']",2015-05-27,,Signal processing device and signal processing method,2014
697,"['HELMUT-SCHMIDT-UNIVERSITAT', 'Hamburg Innovation GmbH', 'Helmut Schmidt Universitat', 'HELMUT SCHMIDT UNIVERSITÄT', 'HAMBURG INNOVATION GMBH']","[{'id': 'grid.49096.32', 'acronym': 'HSU', 'name': 'Helmut Schmidt University', 'country_name': 'Germany'}]",Application,,EP-3081957-A1,"['Seeland, Felix', 'FRICK, KLAUS', 'Alpen, Mirco', 'HORN, JOACHIM']",2016-10-19,,SENSOR DEVICE WITH OPTO-ELECTRONIC SENSOR AND MEASURING RANGE EXTENSION,2016
698,['UNIVERSIT DEGLI STUDI DI ROMA LA SAPIENZA'],"[{'id': 'grid.7841.a', 'name': 'Sapienza University of Rome', 'country_name': 'Italy'}]",Application,,WO-2014061048-A2,"['SARTO, MARIA SABRINA', 'DE BELLIS, Giovanni', 'TAMBURRANO, ALESSIO', ""D'ALOIA, Alessandro Giuseppe""]",2014-04-24,7.0,GNP-BASED POLYMERIC NANOCOMPOSITES FOR REDUCING ELECTROMAGNETIC INTERFERENCES,2013
699,"['Signal Pharmaceuticals LLC', 'SIGNAL PHARM LLC']","[{'id': 'grid.418722.a', 'acronym': 'Celgene', 'name': 'Celgene (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9156798-B2,"['Sogole Bahmanyar', 'Andrew Antony Calabrese', 'Daniel CASHION', 'Brian Edwin Cathers', 'Matthew CORREA', 'Maria Mercedes DELGADO', 'Joshua Hansen', 'Sayee Hegde', 'Dehua Huang', 'Katerina Leftheris', 'Deborah Mortensen', 'Stephen Norris', 'Patrick Papa', 'Jason Parnes', 'Veronique Plantevin-Krenitsky', 'Raj Kumar Raheja', 'John Sapienza', 'Eduardo Torres', 'Brandon Wade Whitefield']",2015-10-13,3.0,"Substituted diaminopyrimidyl compounds, compositions thereof, and methods of treatment therewith",2015
700,"['Idorsia Pharmaceuticals Ltd', 'ACTELION PHARMACEUTICALS LTD']","[{'id': 'grid.417650.1', 'name': 'Actelion (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2016.0,US-9266876-B2,"['Eva Caroff', 'Marcel Keller', 'Thierry Kimmerlin', 'Emmanuel Meyer']",2016-02-23,4.0,4-(benzoimidazol-2-yl)-thiazole compounds and related aza derivatives,2013
701,['UNIVERSIT DEGLI STUDI DI ROMA LA SAPIENZA'],"[{'id': 'grid.7841.a', 'name': 'Sapienza University of Rome', 'country_name': 'Italy'}]",Application,,WO-2014061048-A3,"['SARTO, MARIA SABRINA', 'DE BELLIS, Giovanni', 'TAMBURRANO, ALESSIO', ""D'ALOIA, Alessandro Giuseppe""]",2014-06-12,,GRAPHENE NANOPLATELETS- OR GRAPHITE NANOPLATELETS-BASED NANOCOMPOSITES FOR REDUCING ELECTROMAGNETIC INTERFERENCES,2013
702,['ARCTIC ROBOTICS OY'],,Application,,WO-2018073396-A1,"['Oksanen, Niko', 'Isoaho, Pauli', 'Smital, Petr', 'Mai Vinh, Nguyen', 'Vassilyev, Artem', 'AHMAD, BILAL']",2018-04-26,,METHOD AND SYSTEM FOR INDOOR NAVIGATION,2017
703,"['Radiant Opto Electronics Corp', 'RADIANT OPTO ELECTRONICS CORP']",,Application,,EP-2849399-A1,"['Lin, Jon-Hong', 'Sun, Chun-Yi']",2015-03-18,,Adaptive control system and method,2014
704,"['Canon Medical Systems Corp', 'TOSHIBA KK']","[{'id': 'grid.410825.a', 'name': 'Toshiba (Japan)', 'country_name': 'Japan'}]",Grant,2015.0,US-9160939-B2,"['Hideyuki Funaki', 'Shunsuke Kimura', 'Go KAWATA', 'Tetsuro Itakura', 'Masanori Furuta']",2015-10-13,16.0,Signal processing device and signal processing method,2014
705,"['Signal Pharmaceuticals LLC', 'SIGNAL PHARM LLC']","[{'id': 'grid.418722.a', 'acronym': 'Celgene', 'name': 'Celgene (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9556126-B2,"['Patrick Papa', 'Brian Edwin Cathers', 'Andrew Antony Calabrese', 'Brandon Wade Whitefield', 'Brydon Bennett', 'Daniel CASHION', 'Deborah Mortensen', 'Dehua Huang', 'Eduardo Torres', 'Jason Parnes', 'John Sapienza', 'Joshua Hansen', 'Katerina Leftheris', 'Matthew CORREA', 'Maria Mercedes DELGADO', 'Raj K. Raheja', 'Sogole Bahmanyar', 'Sayee Hegde', 'Stephen Norris', 'Veronique Plantevin-Krenitsky']",2017-01-31,3.0,"Substituted diaminopyrimidyl compounds, compositions thereof, and methods of treatment therewith",2014
706,"['PERFECT LITHIUM CORP', 'VERBUM LLC', 'NANO ONE MATERIALS CORP', 'NANO ONE MAT CORP']",,Grant,2017.0,US-9698419-B1,"['Teresita Frianeza-Kullberg', 'Lennart H. Kullberg']",2017-07-04,2.0,Complexometric precursor formulation methodology for industrial production of fine and ultrafine powders and nanopowders of layered lithium mixed metal oxides for battery applications,2014
707,"['Perfect Lithium Corp', 'NANO ONE MATERIALS CORP', 'NANO ONE MATERIALS CORP']",,Grant,2015.0,US-9136534-B2,['Teresita Frianeza-Kullberg'],2015-09-15,,Complexometric precursors formulation methodology for industrial production of high performance fine and ultrafine powders and nanopowders for specialized applications,2013
708,['UNIV YORK'],"[{'id': 'grid.5685.e', 'name': 'University of York', 'country_name': 'United Kingdom'}]",Application,,WO-2014083332-A1,"['COLLINS, MATTHEW JAMES', 'FIDDYMENT, Sarah Susana']",2014-06-05,,DRY EXTRACTION OF BIOMOLECULES USING A SOLID PHASE CHARGE CAPTURE MATRIX,2013
709,"['Cedars-Sinai Medical Center', 'CEDARS-SINAI MEDICAL CENTER']","[{'id': 'grid.50956.3f', 'name': 'Cedars-Sinai Medical Center', 'country_name': 'United States'}]",Grant,2017.0,US-9763999-B2,"['Eduardo Marban', 'Hee Cheol Cho']",2017-09-19,,Transcription factor-based generation of pacemaker cells and methods of using same,2012
710,"['Addex Therapeutics Ltd', 'Janssen Pharmaceuticals Inc', 'CID-NUNEZ JOSE MARIA', 'TRABANCO-SUAREZ ANDRES AVELINO', 'MACDONALD GREGOR JAMES', 'DUVEY GUILLAUME ALBERT JACQUES', 'LUTJENS ROBERT JOHANNES', 'FINN PATRICK TERRY', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMA SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2014.0,US-8722894-B2,"['Jose Maria Cid-Nunez', 'Andres Avelino Trabanco-Suarez', 'Gregor James MacDonald', 'Guillaume Albert Jacques Duvey', 'Robert Johannes Lutjens', 'Patrick Terry Finn']",2014-05-13,,"1,3-disubstituted-4-phenyl-1H-pyridin-2-ones",2008
711,"['Pangu Biopharma Ltd', 'ATyr Pharma Inc', 'CHIANG KYLE P', 'WATKINS JEFFRY DEAN', 'VASSEROT ALAIN PHILIPPE', 'QUINN CHERYL L', 'MENDLEIN JOHN D', 'LO WING-SZE', 'HONG FEI', 'GREENE LESLIE ANN', 'ATYR PHARMA INC', 'PANGU BIOPHARMA LTD']","[{'id': 'grid.427548.8', 'name': 'aTyr Pharma (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-8961960-B2,"['Kyle P. Chiang', 'Jeffry Dean Watkins', 'Alain Philippe Vasserot', 'Cheryl L. Quinn', 'John D. Mendlein', 'Wing-Sze Lo', 'Fei Hong', 'Leslie Ann Greene']",2015-02-24,10.0,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of isoleucyl tRNA synthetases",2011
712,"['HOFFMANN LA ROCHE', 'HOFFMANN LA ROCHE', 'UNIVERSITAETSKLINIKUM ULM', 'UNIV ZU KOELN']","[{'id': 'grid.410712.1', 'name': 'University Hospital Ulm', 'country_name': 'Germany'}, {'id': 'grid.6190.e', 'name': 'University of Cologne', 'country_name': 'Germany'}, {'id': 'grid.418158.1', 'acronym': 'Roche', 'name': 'Roche (United States)', 'country_name': 'United States'}, {'id': 'grid.417570.0', 'name': 'Roche (Switzerland)', 'country_name': 'Switzerland'}]",Application,,WO-2014068133-A1,"['HALLEK, MICHAEL', 'STILGENBAUER, STEPHAN', 'DÖHNER, Hartmut', 'KLEIN, CHRISTIAN', 'UMAÑA, Pable']",2014-05-08,,PREDICTIVE MARKER FOR CANCER TREATMENT,2013
713,"['Addex Therapeutics Ltd', 'Janssen Pharmaceuticals Inc', 'CID-NUNEZ JOSE MARIA', 'TRABANCO-SUAREZ ANDRES AVELINO', 'MACDONALD GREGOR JAMES', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMA SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2014.0,US-8691813-B2,"['Jose Maria Cid-Nunez', 'Andres Avelino Trabanco-Suarez', 'Gregor James MacDonald']",2014-04-08,,Indole and benzoxazine derivatives as modulators of metabotropic glutamate receptors,2009
714,"['UCL BUSINESS PLC', 'IANNETTI GIANDOMENICO']","[{'id': 'grid.83440.3b', 'acronym': 'UCL', 'name': 'University College London', 'country_name': 'United Kingdom'}]",Application,,WO-2013140106-A1,"['IANNETTI, Giandomenico']",2013-09-26,3.0,METHOD AND DEVICE FOR OBJECTIVE PAIN MEASUREMENT,2012
715,"['Pangu Biopharma Ltd', 'ATyr Pharma Inc', 'ATYR PHARMA INC', 'PANGU BIOPHARMA LTD']","[{'id': 'grid.427548.8', 'name': 'aTyr Pharma (United States)', 'country_name': 'United States'}]",Grant,2018.0,US-9896515-B2,"['Leslie Ann Greene', 'Kyle P. Chiang', 'Fei Hong', 'Alain P. Vasserot', 'Wing-Sze Lo', 'Jeffry D. Watkins', 'Cheryl L. Quinn', 'John D. Mendlein']",2018-02-20,,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of isoleucyl tRNA synthetases",2016
716,"['Lu Ru Band', 'LU RU BAND']",,Grant,2018.0,US-9925179-B2,['Ru-Band Lu'],2018-03-27,,Combination therapy for mental disorders,2017
717,"['PERFECT LITHIUM CORP', 'NANO ONE MATERIALS CORP', 'NANO ONE CORP', 'NANO ONE MATERIALS CORP']",,Grant,2015.0,US-9159999-B2,['Teresita Frianeza-Kullberg'],2015-10-13,,Complexometric precursor formulation methodology for industrial production of fine and ultrafine powders and nanopowders for lithium metal oxides for battery applications,2013
718,"['Cedars-Sinai Medical Center', 'CEDARS SINAI MEDICAL CENTER']","[{'id': 'grid.50956.3f', 'name': 'Cedars-Sinai Medical Center', 'country_name': 'United States'}]",Application,,EP-2776071-A4,"['MARBAN EDUARDO', 'CHO HEE CHEOL']",2015-07-29,,TRANSCRIPTION FACTOR-BASED GENERATION OF PACEMAKER CELLS AND METHODS OF USING SAME,2012
719,"['Addex Therapeutics Ltd', 'Janssen Pharmaceuticals Inc', 'CID-NUNEZ JOSE MARIA', 'TRABANCO-SUAREZ ANDRES AVELINO', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMA SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2014.0,US-8697689-B2,"['Jose Maria Cid-Nunez', 'Andres Avelino Trabanco-Suarez']",2014-04-15,1.0,Indole and benzomorpholine derivatives as modulators of metabotropic glutamate receptors,2009
720,"['Addex Therapeutics Ltd', 'Janssen Pharmaceuticals Inc', 'CID-NUNEZ JOSE MARIA', 'TRABANCO-SUAREZ ANDRES AVELINO', 'MACDONALD GREGOR JAMES', 'DUVEY GUILLAUME ALBERT JACQUES', 'LUTJENS ROBERT JOHANNES', 'JANSSEN PHARMACEUTICALS INC', 'ADDEX PHARMA SA']","[{'id': 'grid.488228.c', 'name': 'Addex Therapeutics (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2015.0,US-9067891-B2,"['Jose Maria Cid-Nunez', 'Andres Avelino Trabanco-Suarez', 'Gregor James MacDonald', 'Guillaume Albert Jacques Duvey', 'Robert Johannes Lutjens']",2015-06-30,,"1,4-disubstituted 3-cyano-pyridone derivatives and their use as positive allosteric modulators of mGluR2-receptors",2012
721,"['Novartis AG', 'MPOFU SHEPHARD', 'RICHARDS HANNO', 'THANGAVELU KARTHINATHAN', 'MACHACEK MATTHIAS', 'NOVARTIS AG']","[{'id': 'grid.419481.1', 'name': 'Novartis (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2017.0,US-9744234-B2,"['Shephard Mpofu', 'Hanno Richards', 'Karthinathan Thangavelu', 'Matthias Machacek']",2017-08-29,,Methods of treating ankylosing spondylitis using IL-17 antagonists,2011
722,"['National Cheng Kung University', 'DCB-USA LLC', 'DCB USA LLC', 'UNIV NAT CHENG KUNG']","[{'id': 'grid.64523.36', 'acronym': 'NCKU', 'name': 'National Cheng Kung University', 'country_name': 'Taiwan'}]",Application,,EP-2964237-A4,"['HSIEH PATRICK CHING-HO', 'LAI CHIA-YUN']",2016-11-30,,METHODS FOR MAINTAINING POPULATION OF THERAPEUTIC CELLS IN TREATMENT SITE OF SUBJECT IN NEED OF CELL THERAPY,2014
723,"['NOVARTIS AG', 'JIRICEK JAN', 'KONDREDDI RAVINDER REDDY', 'SMITH PAUL WILLIAM']","[{'id': 'grid.419481.1', 'name': 'Novartis (Switzerland)', 'country_name': 'Switzerland'}]",Application,,WO-2014037900-A1,"['JIRICEK, JAN', 'KONDREDDI, RAVINDER REDDY', 'SMITH, PAUL WILLIAM']",2014-03-13,3.0,INDOLE CARBOXAMIDE DERIVATIVES AND USES THEREOF,2013
724,"['Novartis AG', 'JIRICEK JAN', 'KONDREDDI RAVINDER REDDY', 'SMITH PAUL WILLIAM', 'NOVARTIS AG']","[{'id': 'grid.419481.1', 'name': 'Novartis (Switzerland)', 'country_name': 'Switzerland'}]",Grant,2016.0,US-9447039-B2,"['Jan Jiricek', 'Ravinder Reddy KONDREDDI', 'Paul William Smith']",2016-09-20,,Indole carboxamide derivatives and uses thereof,2013
725,"['Pangu Biopharma Ltd', 'ATyr Pharma Inc', 'ATYR PHARMA INC', 'PANGU BIOPHARMA LTD', 'ATYR PHARMA INC']","[{'id': 'grid.427548.8', 'name': 'aTyr Pharma (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9528103-B2,"['Leslie Ann Greene', 'Kyle P. Chiang', 'Fei Hong', 'Alain P. Vasserot', 'Wing-Sze Lo', 'Jeffry D. Watkins', 'Cheryl L. Quinn', 'John D. Mendlein']",2016-12-27,1.0,"Innovative discovery of therapeutic, diagnostic, and antibody compositions related to protein fragments of isoleucyl tRNA synthetases",2015
726,['QUALCOMM INC'],"[{'id': 'grid.430388.4', 'name': 'Qualcomm (United States)', 'country_name': 'United States'}]",Application,,WO-2014074890-A1,"['SONG, BONGYONG', 'CHAKRABORTY, KAUSHIK', 'SOLIMAN, SAMIR SALIB']",2014-05-15,,NETWORK LISTEN WITH SELF INTERFERENCE CANCELLATION,2013
727,"['Qualcomm Inc', 'PATEL CHIRAG SURESHBHAI', 'YAVUZ MEHMET', 'MAKH VANSH PAL SINGH', 'BLESSENT LUCA', 'MESHKATI FARHAD', 'QUALCOMM INC']","[{'id': 'grid.430388.4', 'name': 'Qualcomm (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9392562-B2,"['Chirag Sureshbhai Patel', 'Mehmet Yavuz', 'Vansh Pal Singh Makh', 'Luca Blessent', 'Farhad Meshkati']",2016-07-12,2.0,Idle access terminal-assisted time and/or frequency tracking,2010
728,"['Qualcomm Inc', 'SONG BONGYONG', 'CHAKRABORTY KAUSHIK', 'SOLIMAN SAMIR SALIB', 'QUALCOMM INC']","[{'id': 'grid.430388.4', 'name': 'Qualcomm (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9155057-B2,"['Bongyong SONG', 'Kaushik Chakraborty', 'Samir Salib Soliman']",2015-10-06,,Femtocell synchronization enhancements using access probes from cooperating mobiles,2012
729,"['Qualcomm Inc', 'SOLIMAN SAMIR SALIB', 'AWONIYI OLUFUNMILOLA O', 'CHAKRABORTY KAUSHIK', 'QUALCOMM INC']","[{'id': 'grid.430388.4', 'name': 'Qualcomm (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9271248-B2,"['Samir Salib Soliman', 'Olufunmilola O. Awoniyi', 'Kaushik Chakraborty']",2016-02-23,,System and method for timing and frequency synchronization by a Femto access point,2011
730,"['Qualcomm Inc', 'SOLIMAN SAMIR S', 'AWONIYI OLUFUNMILOLA O', 'QUALCOMM INC']","[{'id': 'grid.430388.4', 'name': 'Qualcomm (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9756553-B2,"['Samir S. Soliman', 'Olufunmilola O. Awoniyi']",2017-09-05,4.0,System and method for assisted network acquisition and search updates,2010
731,"['Qualcomm Inc', 'QUALCOMM INC']","[{'id': 'grid.430388.4', 'name': 'Qualcomm (United States)', 'country_name': 'United States'}]",Grant,2016.0,US-9237530-B2,"['Bongyong SONG', 'Kaushik Chakraborty', 'Samir Salib Soliman']",2016-01-12,,Network listen with self interference cancellation,2012
732,"['Fujitsu Ltd', 'FUJITSU LTD']","[{'id': 'grid.418251.b', 'name': 'Fujitsu (Japan)', 'country_name': 'Japan'}]",Application,,EP-3038399-A4,"['OYAMA TEPPEI', 'SHIMOMURA TSUYOSHI']",2016-08-24,,"RADIO COMMUNICATION METHOD, RADIO COMMUNICATION SYSTEM, RADIO TERMINAL, RADIO BASE STATION, AND CONTROL APPARATUS",2013
733,"['Commissariat a l Energie Atomique et aux Energies Alternatives', 'COMMISSARIAT ENERGIE ATOMIQUE', 'COMMISSARIAT À L ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES']","[{'id': 'grid.5583.b', 'acronym': 'CEA', 'name': 'Atomic Energy and Alternative Energies Commission', 'country_name': 'France'}]",Grant,2015.0,US-9220109-B2,"['Emilio Calvanese Strinati', 'Antonio DE DOMENICO', 'Jessica OUEIS']",2015-12-22,,Method for modifying the state of local access points in a cellular network,2014
734,"['Ecole Polytechnique Federale de Lausanne (EPFL)', 'Massachusetts Eye and Ear Infirmary', 'MASSACHUSETTS EYE & EAR INFIRMARY', 'ECOLE POLYTECHNIQUE FED LAUSANNE EPFL']","[{'id': 'grid.5333.6', 'acronym': 'EPFL', 'name': 'Swiss Federal Institute of Technology in Lausanne', 'country_name': 'Switzerland'}, {'id': 'grid.39479.30', 'name': 'Massachusetts Eye and Ear Infirmary', 'country_name': 'United States'}]",Grant,2018.0,US-10022042-B2,"['Konstantina Stankovic', 'Demetri Psaltis', 'Xin Yang', 'Ye Pu', 'Chia-Lung Hsieh']",2018-07-17,,Tissue and cellular imaging,2012
735,"['VKR Holding AS', 'VKR HOLDING AS']","[{'id': 'grid.480440.c', 'name': 'VKR Holding (Denmark)', 'country_name': 'Denmark'}]",Application,,EP-2717644-A1,"['NIELSEN, MARTIN SANDAL']",2014-04-09,3.0,Robust wireless building automation,2013
736,['UNIV OF DUNDEE'],"[{'id': 'grid.8241.f', 'name': 'University of Dundee', 'country_name': 'United Kingdom'}]",Application,,WO-2016193718-A1,"['CIŽMÁR, Tomáš']",2016-12-08,,IMPROVEMENTS RELATING TO MULTIMODE OPTICAL FIBRES,2016
737,"['Citizen Holdings Co Ltd', 'CITIZEN HOLDINGS CO LTD']","[{'id': 'grid.471098.3', 'name': 'Citizen (Japan)', 'country_name': 'Japan'}]",Application,,EP-2940499-A4,"['KATO SEIKO', 'IDE MASAFUMI']",2016-08-24,,OPTICAL ELEMENT,2013
738,"['Citizen Holdings Co Ltd', 'CITIZEN HOLDINGS CO LTD']","[{'id': 'grid.471098.3', 'name': 'Citizen (Japan)', 'country_name': 'Japan'}]",Grant,2016.0,US-9448360-B2,"['Seiko Kato', 'Masafumi Ide']",2016-09-20,,Optical element,2013
739,"['Ohio State University', 'UNIV OHIO STATE']","[{'id': 'grid.261331.4', 'acronym': 'OSU', 'name': 'The Ohio State University', 'country_name': 'United States'}]",Grant,2015.0,US-9057068-B1,"['Albert de la Chapelle', 'Ann-Kathrin Eisfeld']",2015-06-16,,Methods and compositions using miR-3151 in the diagnosis and treatment of cancer,2013
740,"['Qualcomm Inc', 'PATEL CHIRAG SURESHBHAI', 'YAVUZ MEHMET', 'MAKH VANSH PAL SINGH', 'BLESSENT LUCA', 'MESHKATI FARHAD', 'QUALCOMM INC']","[{'id': 'grid.430388.4', 'name': 'Qualcomm (United States)', 'country_name': 'United States'}]",Grant,2017.0,US-9642105-B2,"['Chirag Sureshbhai Patel', 'Mehmet Yavuz', 'Vansh Pal Singh Makh', 'Luca Blessent', 'Farhad Meshkati']",2017-05-02,1.0,Access terminal-assisted time and/or frequency tracking,2010
741,"['Qualcomm Inc', 'NAGARAJA SUMEETH', 'YAVUZ MEHMET', 'RADULESCU ANDREI D', 'SINGH DAMANJIT', 'CHEN JEN M', 'RAUBER PETER H', 'GHOLMIEH AZIZ', 'NANDA SANJIV', 'ZHAO LIJUN', 'QUALCOMM INC']","[{'id': 'grid.430388.4', 'name': 'Qualcomm (United States)', 'country_name': 'United States'}]",Grant,2015.0,US-9204349-B2,"['Sumeeth Nagaraja', 'Mehmet Yavuz', 'Andrei D. Radulescu', 'Damanjit Singh', 'Jen M. Chen', 'Peter H. Rauber', 'Aziz Gholmieh', 'Sanjiv Nanda', 'Lijun Zhao']",2015-12-01,6.0,Method and apparatus for facilitating a hand-in of user equipment to femto cells,2010
742,"['Commissariat a l Energie Atomique et aux Energies Alternatives', 'COMMISSARIAT L ÉNERGIE ATOMIQUE ET AUX ÉNERGIES ALTERNATIVES']","[{'id': 'grid.5583.b', 'acronym': 'CEA', 'name': 'Atomic Energy and Alternative Energies Commission', 'country_name': 'France'}]",Application,,EP-2763469-A1,"['CALVANESE STRINATI, EMILIO', 'DE DOMENICO, ANTONIO', 'Oueis, Jessica']",2014-08-06,,Method for modifying the status of local access points in a cellular network,2014
743,['CROMA PHARMA GES M B H'],"[{'id': 'grid.476241.2', 'name': 'Croma Pharma (Austria)', 'country_name': 'Austria'}]",Application,,WO-2018083326-A1,"['PRINZ, MARTIN', 'HOFFER, MARTIN']",2018-05-11,,HYDROGEN SULFIDE RELEASING POLYMER COMPOUNDS,2017
744,"['SRC Inc', 'SRC INC']","[{'id': 'grid.410438.a', 'name': 'SRC', 'country_name': 'United States'}]",Grant,2017.0,US-9696421-B2,['Marcello M. DiStasio'],2017-07-04,,Through wall sensing system using WiFi/cellular radar,2014
745,"['MATRICARDI PIETRO', 'DI MEO CHIARA']",,Application,,WO-2015071873-A1,"['Matricardi, Pietro', 'DI MEO, CHIARA', 'VILLANI, CLAUDIO']",2015-05-21,1.0,NOVEL POLYMER PLATFORM TO PREPARE NANOHYDROGEL,2014
746,"['Rhodes Technologies', 'RHODES TECHNOLOGIES']",,Grant,2015.0,US-9127014-B2,"['Joshua Robert GIGUERE', 'Keith Edward MCCARTHY', 'Helge Alfred REISCH', 'Sergio Sandoval', 'Jake Larry Stymiest']",2015-09-08,5.0,Transition metal-catalyzed processes for the preparation of N-allyl compounds and use thereof,2012
747,"['EISAI R&D MAN CO LTD', 'KEANEY GREGG F', 'WANG JOHN', 'GERARD BAUDOUIN', 'ARAI KENZO', 'LIU XIANG', 'ZHENG GUO ZHU', 'KIRA KAZUNOBU', 'TIVITMAHAISOON PARCHAREE', 'PRAJAPATI SUDEEP', 'GEARHART NICHOLAS C', 'KOTAKE YOSHIHIKO', 'NAGAO SATOSHI', 'KANADA SONABE REGINA MIKIE', 'MIYANO MASAYUKI', 'MURAI NORIO', 'BUONAMICI SILVIA', 'YU LIHUA', 'PARK EUNICE SUN', 'CHAN BETTY', 'SMITH PETER G', 'THOMAS MICHAEL P', 'Pazolli Ermira', 'Lim Kian Huat']","[{'id': 'grid.418765.9', 'name': 'Eisai (Japan)', 'country_name': 'Japan'}]",Application,,WO-2017087667-A1,"['KEANEY, GREGG F.', 'WANG, JOHN', 'GERARD, BAUDOUIN', 'ARAI, Kenzo', 'LIU, XIANG', 'ZHENG, GUO, ZHU', 'KIRA, KAZUNOBU', 'TIVITMAHAISOON, PARCHAREE', 'PRAJAPATI, Sudeep', 'KOTAKE, YOSHIHIKO', 'KANADA SONABE, Regina, Mikie', 'MIYANO, MASAYUKI', 'MURAI, NORIO', 'BUONAMICI, SILVIA', 'YU, LIHUA', 'PARK, Eunice, Sun', 'SMITH, PETER, G.', 'PAZOLLI, ERMIRA', 'LIM, Kian, Huat']",2017-05-26,,A SOLID STATE FORM OF PLADIENOLIDE PYRIDINE COMPOUNDS AND METHODS OF USE,2016
