Grant ID,Grant Number,Title,Funding Amount in USD,Start Date,Start Year,End Date,End Year,Research Organization - standardized,GRID ID,Country of Research organization,Funder,Funder Country,pubs,patents,clinical_trials
grant.8068992,2813200106,Verbundprojekt: Neuartiger Ansatz zur Entwicklung eines heterosubtypischen Marker-Impfstoffs gegen die aviäre Influenza in Geflügel - Teilprojekt 1,635484,2006-11-01,2006.0,2008-04-30,2008,,,,Federal Ministry of Food and Agriculture,Germany,0,0,0
grant.8068981,2813100606,Entwicklung einer Subunit- und inaktivierten Vollvirus-Vakzine zur Immunisierung von Katzen gegen eine Influenza H5N1-Infektion,252680,2006-11-01,2006.0,2007-10-31,2007,Friedrich Loeffler Institute,grid.417834.d,Germany,Federal Ministry of Food and Agriculture,Germany,0,0,0
grant.8048327,13N9197,Verbundprojekt: Topische Vakzinierung mit funktionalen Nanopartikeln - Teilvorhaben: Hautpenetration und immunologische Validierung von funktionalen Nanopartikelvakzinen,1272513,2007-04-01,2007.0,2010-09-30,2010,Charité – University Medicine Berlin,grid.6363.0,Germany,Federal Ministry of Education and Research,Germany,7,0,0
grant.7999613,03 8662 /7,EUREKA-Projekt: Malaria-Impfstoff (EU 101) - Teilvorhaben 1 (Zur Anwendung in Entwicklungsländern),2241990,1985-07-01,1985.0,1988-06-30,1988,Sanofi (Germany),grid.420214.1,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7999604,03 8652 /9,Entwicklung eines Malaria-Impfstoffes: Teilvorhaben 2 und 3 - zur Anwendung in Entwicklungsländern,659051,1985-07-01,1985.0,1989-12-31,1989,Max Planck Institute of Biochemistry,grid.418615.f,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7999573,03 8606 /1,"Herstellung eines synthetischen, veterinärmedizinisch Verwendbaren Peptid-Impfstoffes Gegen Virusleukaemie mit dem Ziel der Entwicklung Humanmedizinischer Pharmaka",1214576,1984-09-01,1984.0,1988-03-31,1988,,,,Federal Ministry of Education and Research,Germany,0,0,0
grant.7999438,03 8398 /5,"Verbundprojekt: Entwicklung eines Impfstoffs Gegen Herpes Simplex-Virus, Gewonnen mit Hilfe eines Bakteriellen Systems",1049542,1982-01-01,1982.0,1984-12-31,1984,Sanofi (Germany),grid.420214.1,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7992719,031A061A,KMU-innovativ-8: VakMech - Wirkmechanismus von mRNA-Vakzinen als Basis der nächsten Technologiegeneration,402705,2012-09-01,2012.0,2014-08-31,2014,CureVac (Germany),grid.476259.b,Germany,Federal Ministry of Education and Research,Germany,3,0,0
grant.7992663,0319922A/0,Neues Prinzip einer Vermehrungsfähigen Totvakzine am Modell der infektiösen Bovinen Rhinotracheitits (Ibr),76164,1991-01-01,1991.0,1991-12-31,1991,Friedrich Loeffler Institute,grid.417834.d,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7992247,0319273B/4,Verbundprojekt: Ein Flexibles System zur gezielten Antigen-Variation bei Humanen Influenza-Viren für die Herstellung von Vakzinen,174288,1989-01-01,1989.0,1992-12-31,1992,University of Giessen,grid.8664.c,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7992176,0319143A/0,Verbundprojekt: Molekulargenetische Entwicklung eines Impfstoffes Gegen Herpesviren zum Einsatz in der Tiermedizin,877427,1988-05-01,1988.0,1992-07-31,1992,Bayer (Germany),grid.420044.6,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7992114,0318994C/9,"Verbundprojekt: Gentechnologische Bearbeitung des menschenpathogenen Hanta-Virus mit dem Ziel, einen Impfstoff zu entwickeln",455829,1992-03-01,1992.0,1995-02-28,1995,,,,Federal Ministry of Education and Research,Germany,0,0,0
grant.7992113,0318994B/6,"Verbundprojekt: Gentechnologische Bearbeitung des menschenpathogenen Hanta-Virus mit dem Ziel, einen Impfstoff zu entwickeln",254784,1990-01-01,1990.0,1991-10-31,1991,,,,Federal Ministry of Education and Research,Germany,0,0,0
grant.7992093,0318973C/1,"Verbundprojekt: Gentechnologische Bearbeitung des menschenpathogenen Hanta-Virus mit dem Ziel, einen Impfstoff zu entwickeln",549424,1992-03-01,1992.0,1995-04-30,1995,Heidelberg University,grid.7700.0,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7992092,0318973B/9,"Verbundprojekt: Gentechnologische Bearbeitung des menschenpathogenen Hanta-Virus mit dem Ziel, einen Impfstoff zu entwickeln",348852,1990-01-01,1990.0,1991-10-31,1991,Heidelberg University,grid.7700.0,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7991943,0318768A/8,Entwicklung von Verfahren zur effizienten Herstellung von Antikörpern und synthetischen Vakzinen mittels neuartiger Antigen-Lipopeptid-Konjugate,718672,1987-01-01,1987.0,1989-09-30,1989,University of Tübingen,grid.10392.39,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7990361,0315640D,"Verbundprojekt: Optimierung der industriellen zellbasierten Herstellung von Influenzavakzine (saisonal und pandemisch), TP 4",271024,2013-07-01,2013.0,2016-12-31,2016,,,,Federal Ministry of Education and Research,Germany,3,0,0
grant.7990359,0315640B,"Verbundprojekt: Optimierung der industriellen zellkulturbasierten Herstellung von Influenza Vakzinen (saisonal und pandemisch), TP 2",677935,2013-07-01,2013.0,2016-12-31,2016,Karlsruhe Institute of Technology,grid.7892.4,Germany,Federal Ministry of Education and Research,Germany,8,0,0
grant.7990055,0315479,ERA Net EuroTransBio-3: Entwicklung einer anti-CETP Vakzine für die Vorbeugung und Behandlung der Arteriosklerose,108627,2009-03-01,2009.0,2012-09-30,2012,EMC microcollections (Germany),grid.424419.e,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7989716,0315281B,ERA Net EuroTransBio-2: Entwicklung von Crossbetas Adjuvanz Technologie. Eine neue Technologie zur Verbesserung von Impfstoffeigenschaften,104249,2008-04-01,2008.0,2010-03-31,2010,,,,Federal Ministry of Education and Research,Germany,0,0,0
grant.7989660,0315253,KMU-innovativ-1: CSC - Entwicklung eines tumorstammzell-spezifischen therapeutischen Impfstoffs zur Behandlung von Tumoren,881036,2008-04-01,2008.0,2009-12-31,2009,Immatics Biotechnologies (Germany),grid.434836.e,Germany,Federal Ministry of Education and Research,Germany,1,0,0
grant.7989511,0315151,BioChancePLUS-4: Entwicklung eines effizienten mRNA basierten Impfstoffes gegen schwer konventionell therapierbare Infektionskrankheiten am Beispiel von CMV,436313,2007-09-01,2007.0,2009-08-31,2009,CureVac (Germany),grid.476259.b,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7989508,0315145,BioChancePLUS-4: 'IgE-AAV' Partikel als Vakzine zur Behandlung von Asthma und anderen allergischen Erkrankungen,836093,2007-08-01,2007.0,2009-07-31,2009,Medigene (Germany),grid.487265.a,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7988963,0313809,BioProfile Stuttgart/Neckar-Alb: Verfahren zur Entwicklung eines therapeutischen Impfstoffs zur Anwendung von Pankreaskarzinomen,680681,2006-08-01,2006.0,2008-01-31,2008,Immatics Biotechnologies (Germany),grid.434836.e,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7988826,0313697A,BioChancePLUS-2: Verbundprojekt: Therapeutische Tumorimpfstoffe auf der Basis von universellen Tumorantigenen und des Polyoma-Trägersystems,282847,2005-12-01,2005.0,2007-11-30,2007,,,,Federal Ministry of Education and Research,Germany,1,0,0
grant.7988307,0313071,"BioProfile Braunschweig/Göttingen/Hannover: Entwicklung einer rekombinanten Vakzine gegen Dictycaulus viviparus, den Lungenwurm der Rinder",426764,2004-04-01,2004.0,2005-09-30,2005,University of Veterinary Medicine Hanover,grid.412970.9,Germany,Federal Ministry of Education and Research,Germany,1,0,0
grant.7988084,0312744,Genom-basierte Untersuchungen zur Expression und Produktion von Impfstoffen gegen virale Erkrankungen von Tieren in transgenen Pflanzen.,888499,2001-11-01,2001.0,2005-03-31,2005,University of Rostock,grid.10493.3f,Germany,Federal Ministry of Education and Research,Germany,4,0,0
grant.7987789,0312267 /2,Modellregion München: Die Entwicklung von Impfstoffen auf molekularbiologischem Wege gegen Erreger menschlicher Infektionskrankheiten,1852226,1999-08-01,1999.0,2002-12-31,2002,,,,Federal Ministry of Education and Research,Germany,1,0,0
grant.7987708,0312178,Modellregion München: Entwicklung neuartiger Impfstoffe zur prophylaktischen Bekämpfung bakterieller Infektionen und deren chronischen Folgeerkrankungen,625588,2000-05-01,2000.0,2001-09-30,2001,,,,Federal Ministry of Education and Research,Germany,3,0,0
grant.7968467,01VW016 /,Entwicklung einer Chicken Factor freien Hühnerherde für wissenschaftlich experimentelle und diagnostische Zwecke sowie zur Impfstoffherstellung,93269,1977-01-01,1977.0,1977-12-31,1977,University of Giessen,grid.8664.c,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7936517,01EK1411,Phase I/II-Studie zur Verminderung von Rückfällen beim Melanom mit einem Vakzin gegen mutierte Tumorantigene.,66346,2014-07-01,2014.0,2014-12-31,2014,University of Erlangen-Nuremberg,grid.5330.5,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7936234,01ED1501A,JPND Verbundprojekt CrossSeeds: Charakterisierung modifizierter Amyloidpeptide zur Ableitung von Impfstoff-Strategien und spezifischen Nachweismethoden,464221,2015-05-01,2015.0,2018-07-31,2018,,,,Federal Ministry of Education and Research,Germany,1,0,0
grant.7934392,01DN12042,Pilot Studie zur therapeutischen Impfung von Patienten mit einer chronischen HBV Infektion mittels eines neuen Impfstoff aus Kuba,10536,2012-01-01,2012.0,2012-12-31,2012,Hannover Medical School,grid.10423.34,Germany,Federal Ministry of Education and Research,Germany,0,0,0
grant.7911448,,Major Cell Culture Improvements Needed for a Live Attenuated RSV Vaccine to be Economically Feasible,0,2019-02-01,2019.0,2019-06-01,2019,Nationwide Children's Hospital; Universidad del Norte,grid.240344.5; grid.412188.6,United States; Colombia,Council for International Exchange of Scholars,United States,0,0,0
grant.7894792,0328720A/3,Verbundprojekt: Thermoelektrischer Solarkühlschrank zur Aufbewahrung von Impfseren in Entlegenen Krankenstationen der Entwicklungsländer,765044,1987-01-01,1987.0,1990-12-31,1990,Technical University of Berlin,grid.6734.6,Germany,Federal Ministry for Economic Affairs and Energy,Germany,0,0,0
grant.7878400,1113269,Investigating the altered landscape of enteric viruses causing severe gastroenteritis in Australian children following rotavirus vaccine introduction,236595,2016-01-01,2016.0,2019-01-01,2019,Murdoch Childrens Research Institute; Murdoch Childrens Research Institute,grid.1058.c; grid.1058.c,Australia; Australia,National Health and Medical Research Council,Australia,0,0,0
grant.7874354,1129099,Mechanisms of B cell immunodominance to influenza virus,467142,2017-01-01,2017.0,2019-01-01,2019,University of Melbourne; University of Melbourne; University of Melbourne,grid.1008.9; grid.1008.9; grid.1008.9,Australia; Australia; Australia,National Health and Medical Research Council,Australia,0,0,0
grant.7851738,SERB_034c81a395,Generation of a genetically-stable live vaccine candidate against infectious bursal disease virus (IBDV) through mutagen- driven lethal mutagenesis,68713,2017-04-01,2017.0,2018-03-31,2018,University of Kashmir,grid.412997.0,India,Science and Engineering Research Board,India,0,0,0
grant.7850972,SERB_08d2823081,“Plasmodium SCOT1 Mutant As Experimental Malaria Vaccine: Implications For Inducing Pre-Erythrocytic And Cross-Stage Immunity’’.,103111,2017-04-01,2017.0,2018-03-31,2018,Central Drug Research Institute,grid.418363.b,India,Science and Engineering Research Board,India,0,0,0
grant.7850587,SERB_aad640500c,Enhancement Of The Immunogenicity And Protective Efficacy Of Lipopeptide Vaccine Against Mycobacterium Tuberculosis Using Peptidomimetics And Conjugation With Isoniazid,66379,2017-04-01,2017.0,2018-03-31,2018,Panjab University,grid.261674.0,India,Science and Engineering Research Board,India,0,0,0
grant.7850585,SERB_8520330bc0,Enhancement Of The Immunogenicity And Protective Efficacy Of Lipopeptide Vaccine Against Mycobacterium Tuberculosis Using Peptidomimetics And Conjugation With Isoniazid,27064,2017-04-01,2017.0,2018-03-31,2018,Institute of Microbial Technology,grid.417641.1,India,Science and Engineering Research Board,India,0,0,0
grant.7832860,BSP2009jnew1,Transplastomic chloroplasts as bioreactors for the synthesis of antigen-based vaccines and enzymes for bomass degradation,19300,2009-05-15,2009.0,2010-08-15,2010,University of Central Florida,grid.170430.1,United States,Arnold and Mabel Beckman Foundation,United States,0,0,0
grant.7827744,,Development of a Curative Therapeutic Vaccine for the Treatment of Large Established Tumors in Mice,0,2018-10-01,2018.0,2019-07-01,2019,National Cancer Institute,grid.48336.3a,United States,Council for International Exchange of Scholars,United States,0,0,0
grant.7736617,DST/INT/Spain/P-27/2011,Evaluation of Plasmodium falciparum erythrocyte binding antigens as malaria vaccine candidates,79197,2011-04-01,2011.0,2014-04-01,2014,,,,Department of Science and Technology,India,9,0,0
grant.7735618,DST_074468b7ed,Probiotic lactic acid bacteria as anticholera oral edible vaccine to be used as a functional food,12004,2006-04-01,2006.0,2009-04-01,2009,,,,Department of Science and Technology,India,0,0,0
grant.7700954,,Attenuation and Characterisation of Eimeria spp for Development and Increasing Live Vaccine Product Quality of Avian Coccidiosis,0,2013-09-01,2013.0,2013-12-01,2013,United States Department of Agriculture; Airlangga University,grid.417548.b; grid.440745.6,United States; Indonesia,Council for International Exchange of Scholars,United States,0,0,0
grant.7697237,,Simulation of the Dynamics of Viral Evolution Aiming at Engineering Effective Vaccines: A Computer-Aided Study on HIV,0,2015-11-01,2015.0,2016-03-01,2016,Massachusetts Institute of Technology; National Technical University of Athens,grid.116068.8; grid.4241.3,United States; Greece,Council for International Exchange of Scholars,United States,0,0,0
grant.7696953,,Evaluation and Development of Some Potent and Safe Plant-Derived Immunostimulants as Adjuvants for Sub-Unit Vaccines,0,2012-11-01,2012.0,2013-08-01,2013,"University of Pittsburgh; University of Nigeria, Nsukka",grid.21925.3d; grid.10757.34,United States; Nigeria,Council for International Exchange of Scholars,United States,0,0,0
grant.7696886,,Screening for Critical Genes from Plasmodium Falciparum as Potential Drug Targets/Vaccine Candidates Against Malaria,0,2013-10-01,2013.0,2014-06-01,2014,University of Notre Dame; University of Buea,grid.131063.6; grid.29273.3d,United States; Cameroon,Council for International Exchange of Scholars,United States,0,0,0
grant.7696299,,Development of Vaccine Using Recombinant Protein and Attenuated Mutant Technologies for the Prevention of Mycobacterial and Leptospiral Infection,0,2016-01-01,2016.0,2016-07-01,2016,Cornell University; Department of Agriculture,grid.5386.8; grid.501571.7,United States; Philippines,Council for International Exchange of Scholars,United States,0,0,0
grant.7687242,,"The Network of Digestive Gut Enzymes in Ticks: Isolation, Characterization and Their Promise as Molecular Vaccines",0,2009-01-01,2009.0,2009-09-01,2009,"University of California, San Francisco; University of California, San Francisco; Institute of Parasitology",grid.266102.1; grid.266102.1; grid.448361.c,United States; United States; Czechia,Council for International Exchange of Scholars,United States,0,0,0
grant.7684163,,Development and Use of Attenuated Salmonella as a Vaccine Vector for Expression of Antigen From an Unrelated Organism,0,2012-02-01,2012.0,2012-06-30,2012,Arizona State University; Arizona State University; Arizona State University; Arizona State University; Indian Veterinary Research Institute; Indian Veterinary Research Institute; Indian Veterinary Research Institute,grid.215654.1; grid.215654.1; grid.215654.1; grid.215654.1; grid.417990.2; grid.417990.2; grid.417990.2,United States; United States; United States; United States; India; India; India,Council for International Exchange of Scholars,United States,0,0,0
