inventor_names,times_cited,granted_year,year,filing_status,associated_grant_ids,assignees,assignee_names,publication_date,id,title
"['Alexander Gaiger', 'Martin Cheever', 'Patricia McNeill', 'Molly Smithgall', 'Gus Moulton', 'Thomas Vedvick', 'Paul Sleath']",33.0,,2001,Application,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'GAIGER ALEXANDER', 'CHEEVER MARTIN A.', 'MCNEILL PATRICIA D.', 'SMITHGALL MOLLY', 'MOULTON GUS', 'VEDVICK THOMAS S.', 'SLEATH PAUL R.']",2003-05-01,US-20030082196-A1,Compositions and methods for WT1 specific immunotherapy
"['Jose M. Galarza', 'Demetrius Matassov']",3.0,2015.0,2007,Grant,['grant.2641283'],"[{'id': 'grid.438336.9', 'name': 'TechnoVax (United States)', 'country_name': 'United States'}]","['TechnoVax Inc', 'GALARZA JOSE M', 'MATASSOV DEMETRIUS', 'TECHNOVAX INC']",2015-08-11,US-9101578-B2,Polyvalent influenza virus-like particle (VLP) compositions
"['Alexander Gaiger', 'Martin A. Cheever']",6.0,,2012,Application,"['grant.2634234', 'grant.2643965']","[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}, {'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}]","['University of Washington', 'Corixa Corp', 'GAIGER ALEXANDER', 'CHEEVER MARTIN A', 'CORIXA CORP', 'UNIV WASHINGTON']",2012-11-29,US-20120301492-A1,COMPOSITIONS AND METHODS FOR WT1 SPECIFIC IMMUNOTHERAPY
"['Reiko F. Irie', 'Takanori Oka']",27.0,1998.0,1994,Grant,"['grant.2466859', 'grant.2435364', 'grant.2471015']","[{'id': 'grid.416507.1', 'name': ""Saint John's Health Center"", 'country_name': 'United States'}]","['Wayne John Cancer Institute', 'WAYNE JOHN CANCER INST']",1998-01-06,US-5705159-A,Immunoreactive peptide sequence from a 43 KD human cancer antigen
"['Qing S. Zeng', 'Reiko F. Irie']",2.0,1997.0,1993,Grant,"['grant.2466859', 'grant.2471015', 'grant.2435364']","[{'id': 'grid.416507.1', 'name': ""Saint John's Health Center"", 'country_name': 'United States'}]","['Wayne John Cancer Institute', 'WAYNE JOHN CANCER INST']",1997-01-14,US-5593822-A,IgG depleted serum preparations and methods for antibody production
"['Kejian Yang', 'Dennis L. Guberski']",1.0,2017.0,2014,Grant,"['grant.2658004', 'grant.2641280']","[{'id': 'grid.423392.d', 'acronym': 'BRM', 'name': 'Biomedical Research Models (United States)', 'country_name': 'United States'}]","['Biomedical Research Models Inc', 'BIOMEDICAL RES MODELS INC']",2017-02-14,US-9566325-B2,Therapeutic vaccines for treating herpes simplex virus type-2 infections
"['Richard C. Duke', 'Donald Bellgrau', 'Alex Franzusoff', 'Cara C. Wilson']",8.0,2012.0,2009,Grant,"['grant.2438855', 'grant.2597419', 'grant.2597430', 'grant.2640488', 'grant.2452817', 'grant.2409750', 'grant.2625187']","[{'id': 'grid.420415.6', 'name': 'GlobeImmune (United States)', 'country_name': 'United States'}, {'id': 'grid.266185.e', 'acronym': 'CU', 'name': 'University of Colorado System', 'country_name': 'United States'}, {'id': 'grid.266190.a', 'acronym': 'UCB', 'name': 'University of Colorado Boulder', 'country_name': 'United States'}]","['University of Colorado Boulder', 'GlobeImmune Inc', 'DUKE RICHARD C', 'BELLGRAU DONALD', 'FRANZUSOFF ALEX', 'WILSON CARA C', 'GLOBEIMMUNE INC', 'UNIV COLORADO REGENTS']",2012-07-17,US-8221763-B2,Yeast-antigen compositions and methods of using the same
['Jia-ning Cao'],,2007.0,2004,Grant,"['grant.2435364', 'grant.2471015']","[{'id': 'grid.30389.31', 'name': 'University of California System', 'country_name': 'United States'}]","['University of California', 'UNIV CALIFORNIA']",2007-08-21,US-7259236-B2,"RBP1L1, a novel retinoblastoma binding protein-related gene encoding an antigenic epitope and methods of using thereof"
"['Claude P. Selitrennikoff', 'Tamara K Miller']",,2016.0,2013,Grant,"['grant.2636420', 'grant.2641002', 'grant.2640923']","[{'id': 'grid.420415.6', 'name': 'GlobeImmune (United States)', 'country_name': 'United States'}]","['GlobeImmune Inc', 'GLOBEIMMUNE INC']",2016-05-10,US-9333246-B2,Compositions and methods to elicit immune responses against pathogenic organisms using yeast-based vaccines
"['Chun-Ming Huang', 'JianFeng Zhang', 'De-chu Tang']",,,2015,Application,['grant.2640696'],"[{'id': 'grid.422117.3', 'name': 'Vaxin (United States)', 'country_name': 'United States'}]","['Altimmune Inc', 'ALTIMMUNE INC']",2016-04-28,US-20160114020-A1,"Targets and compositions for use in decontamination, immunoprophylaxis, and post-exposure therapy against anthrax"
"['Kejian Yang', 'Dennis L. Guberski']",,,2017,Application,"['grant.2658004', 'grant.2641280']","[{'id': 'grid.423392.d', 'acronym': 'BRM', 'name': 'Biomedical Research Models (United States)', 'country_name': 'United States'}]","['Biomedical Research Models Inc', 'BIOMEDICAL RES MODELS INC']",2018-01-11,US-20180008695-A1,THERAPEUTIC VACCINES FOR TREATING HERPES SIMPLEX VIRUS TYPE-2 INFECTIONS
"['Claude P. Selitrennikoff', 'Tamara K Miller']",,,2013,Application,"['grant.2636420', 'grant.2641002', 'grant.2640923']","[{'id': 'grid.420415.6', 'name': 'GlobeImmune (United States)', 'country_name': 'United States'}]","['GlobeImmune Inc', 'GLOBEIMMUNE INC', 'GLOBEIMMUNE INC']",2013-12-26,US-20130344110-A1,Compositions and Methods to Elicit Immune Responses Against Pathogenic Organisms Using Yeast-Based Vaccines
"['Richard C. Duke', 'Donald Bellgrau', 'Alex Franzusoff', 'Cara C. Wilson']",38.0,2009.0,2006,Grant,"['grant.2597430', 'grant.2640488', 'grant.2438855', 'grant.2597419', 'grant.2409750', 'grant.2452817', 'grant.2625187']","[{'id': 'grid.266185.e', 'acronym': 'CU', 'name': 'University of Colorado System', 'country_name': 'United States'}, {'id': 'grid.266190.a', 'acronym': 'UCB', 'name': 'University of Colorado Boulder', 'country_name': 'United States'}, {'id': 'grid.420415.6', 'name': 'GlobeImmune (United States)', 'country_name': 'United States'}]","['University of Colorado Boulder', 'GlobeImmune Inc', 'GLOBEIMMUNE INC', 'UNIV COLORADO']",2009-09-29,US-7595060-B2,Yeast-antigen compositions methods of making the same
"['Alexander Gaiger', 'Martin Cheever']",4.0,,2006,Application,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}, {'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}]","['University of Washington', 'Corixa Corp', 'UNIV WASHINGTON']",2007-02-01,US-20070026008-A1,Compositions and methods for WT1 specific immunotherapy
"['Alexander Gaiger', 'Martin Cheever']",25.0,,2002,Application,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'CORIXA CORP']",2003-12-25,US-20030235557-A1,Compositions and methods for WT1 specific immunotherapy
"['Alexander Gaiger', 'MARTIN A CHEEVER']",3.0,2011.0,2001,Grant,"['grant.2643965', 'grant.2634234']","[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'CORIXA CORP']",2011-03-08,US-7901693-B2,Compositions and methods for WT1 specific immunotherapy
"['Alexander Gaiger', 'Patricia D. McNeill']",5.0,2010.0,2002,Grant,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'CORIXA CORP']",2010-02-02,US-7655249-B2,Compositions and methods for WT1 specific immunotherapy
"['Alexander Gaiger', 'Patricia D. McNeill', 'Nomalie Jaya']",6.0,,2009,Application,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'GAIGER ALEXANDER', 'MCNEILL PATRICIA D', 'JAYA NOMALIE']",2009-12-17,US-20090312403-A1,COMPOSITIONS AND METHODS FOR WT1 SPECIFIC IMMUNOTHERAPY
"['Richard C. Duke', 'Donald Bellgrau', 'Alex Franzusoff', 'Cara C. Wilson']",4.0,,2012,Application,"['grant.2438855', 'grant.2597430', 'grant.2640488', 'grant.2625187', 'grant.2597419', 'grant.2409750', 'grant.2452817']","[{'id': 'grid.266190.a', 'acronym': 'UCB', 'name': 'University of Colorado Boulder', 'country_name': 'United States'}, {'id': 'grid.266185.e', 'acronym': 'CU', 'name': 'University of Colorado System', 'country_name': 'United States'}, {'id': 'grid.420415.6', 'name': 'GlobeImmune (United States)', 'country_name': 'United States'}]","['University of Colorado Boulder', 'GlobeImmune Inc', 'DUKE RICHARD C', 'BELLGRAU DONALD', 'FRANZUSOFF ALEX', 'WILSON CARA C', 'UNIV COLORADO REGENTS', 'GLOBEIMMUNE INC']",2013-02-28,US-20130052220-A1,YEAST-HIV ANTIGEN COMPOSITIONS AND METHODS OF USING THE SAME
"['Alessandro Sette', 'Denise L. Doolan', 'Daniel J. Carucci', 'John Sidney', 'Scott Southwood']",,,2011,Application,['grant.2640772'],"[{'id': 'grid.420434.5', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}, {'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['Epimmune Inc', 'US Secretary of Navy', 'SETTE ALESSANDRO', 'DOOLAN DENISE L', 'CARUCCI DANIEL J', 'SIDNEY JOHN', 'SOUTHWOOD SCOTT', 'U S A AS REPRESENTED BY THE SECRETARY OF THE NAVY OFFICE OF NAVAL RES CODE 00CC', 'EPIMMUNE INC']",2012-01-19,US-20120015401-A1,PLASMODIUM FALCIPARUM ANTIGENS AND METHODS OF USE
"['Gary Fujii', 'William A. Ernst', 'Jill Adler-Moore', 'Linda Vician']",,,2012,Application,['grant.2687948'],"[{'id': 'grid.281192.1', 'name': 'Molecular GPS Technologies (United States)', 'country_name': 'United States'}]","['Molecular Express Inc', 'FUJII GARY', 'ERNST WILLIAM A', 'ADLER-MOORE JILL', 'VICIAN LINDA', 'MOLECULAR EXPRESS INC']",2014-09-25,US-20140287022-A1,LIPOSOMAL FORMULATIONS
"['Jose M. Galarza', 'Demetrius Matassov']",11.0,,2007,Application,['grant.2641283'],"[{'id': 'grid.438336.9', 'name': 'TechnoVax (United States)', 'country_name': 'United States'}]","['Techno Vax Inc', 'TechnoVax Inc', 'TECHNO VAX INC']",2009-01-22,US-20090022762-A1,Polyvalent influenza virus-like particle (VLP) compositions
"['Richard Duke', 'Donald Bellgrau', 'Alex Franzusoff', 'Cara Wilson']",11.0,,2001,Application,"['grant.2409750', 'grant.2597419', 'grant.2625187', 'grant.2452817', 'grant.2597430', 'grant.2640488', 'grant.2438855']","[{'id': 'grid.266190.a', 'acronym': 'UCB', 'name': 'University of Colorado Boulder', 'country_name': 'United States'}, {'id': 'grid.420415.6', 'name': 'GlobeImmune (United States)', 'country_name': 'United States'}]","['University of Colorado Boulder', 'GlobeImmune Inc', 'DUKE RICHARD C', 'BELLGRAU DONALD', 'FRANZUSOFF ALEX', 'WILSON CARA C']",2006-05-18,US-20060104986-A1,YEAST-DENDRITIC CELL VACCINES AND USES THEREOF
"['Alessandro Sette', 'Denise Doolan', 'Daniel Carucci', 'John Sidney', 'Scott Southwood']",6.0,,2005,Application,['grant.2640772'],"[{'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}, {'id': 'grid.420434.5', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}]","['NAVY GOVERNMENT OF United States, Secretary of', 'NAVY United States, AS REPRESENTED BY SECRETARY OF', 'Epimmune Inc', 'US Secretary of Navy', 'EPIMMUNE INC']",2006-07-27,US-20060165719-A1,Plasmodium falciparum antigens and methods of use
"['Claude Selitrennikoff', 'Tamara Miller']",42.0,,2006,Application,"['grant.2641002', 'grant.2640923', 'grant.2636420']","[{'id': 'grid.288161.4', 'name': 'Mycologics', 'country_name': 'United States'}, {'id': 'grid.420415.6', 'name': 'GlobeImmune (United States)', 'country_name': 'United States'}]","['GlobeImmune Inc', 'MYCOLOGICS INC']",2007-07-26,US-20070172503-A1,Compositions and Methods to Elicit Immune Responses Against Pathogenic Organisms Using Yeast Based Vaccines
"['Mary L. Disis', 'Vivian Goodell', 'Hailing Lu']",1.0,,2009,Application,"['grant.2420915', 'grant.2438816', 'grant.2699002']","[{'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}]","['University of Washington', 'UNIV WASHINGTON']",2009-08-27,US-20090215091-A1,DIAGNOSTIC PANEL OF CANCER ANTIBODIES AND METHODS FOR USE
"['Alessandro Sette', 'Denise L. Doolan', 'Daniel J. Carucci', 'John Sidney', 'Scott Southwood']",1.0,2011.0,2005,Grant,['grant.2640772'],"[{'id': 'grid.420434.5', 'acronym': 'DON', 'name': 'United States Department of the Navy', 'country_name': 'United States'}, {'id': 'grid.419849.9', 'acronym': 'Millennium Pharmaceuticals, Inc', 'name': 'Takeda (United States)', 'country_name': 'United States'}]","['NAVY GOVERNMENT OF United States, Secretary of', 'NAVY United States, AS REPRESENTED BY SECRETARY OF', 'Epimmune Inc', 'US Secretary of Navy', 'EPIMMUNE INC', 'US NAVY']",2011-09-13,US-8017745-B2,Plasmodium falciparum antigens and methods of use
"['Hildegund C.J. Ertl', 'Xiang Yang Zhou']",,,2017,Application,"['grant.2435196', 'grant.2695820']","[{'id': 'grid.251075.4', 'name': 'The Wistar Institute', 'country_name': 'United States'}]","['Wistar Institute, The', 'WISTAR INST']",2019-06-06,US-20190167813-A1,COMPOSITIONS AND METHODS OF REPLICATION DEFICIENT ADENOVIRAL VECTORS FOR VACCINE APPLICATIONS
"['Richard C. Duke', 'Donald Bellgrau', 'Alex Franzusoff', 'Cara C. Wilson']",32.0,,2009,Application,"['grant.2409750', 'grant.2640488', 'grant.2597430', 'grant.2597419', 'grant.2452817', 'grant.2438855', 'grant.2625187']","[{'id': 'grid.266185.e', 'acronym': 'CU', 'name': 'University of Colorado System', 'country_name': 'United States'}, {'id': 'grid.420415.6', 'name': 'GlobeImmune (United States)', 'country_name': 'United States'}, {'id': 'grid.266190.a', 'acronym': 'UCB', 'name': 'University of Colorado Boulder', 'country_name': 'United States'}]","['University of Colorado Boulder', 'GlobeImmune Inc', 'Globelmmune Inc', 'GLOBELMMUNE INC', 'UNIV COLORADO']",2009-12-10,US-20090304741-A1,Yeast-Dendritic Cell Vaccines and Uses Thereof
"['Richard Duke', 'Donald Bellgrau', 'Alex Franzusoff', 'Cara Wilson']",12.0,,2006,Application,"['grant.2640488', 'grant.2597419', 'grant.2438855', 'grant.2452817', 'grant.2625187', 'grant.2597430', 'grant.2409750']","[{'id': 'grid.266190.a', 'acronym': 'UCB', 'name': 'University of Colorado Boulder', 'country_name': 'United States'}, {'id': 'grid.420415.6', 'name': 'GlobeImmune (United States)', 'country_name': 'United States'}]","['University of Colorado Boulder', 'GlobeImmune Inc', 'GLOBEIMMUNE INC']",2007-07-19,US-20070166323-A1,Yeast-dendritic cell vaccines and uses thereof
"['Kejian Yang', 'Dennis L. Guberski']",,,2014,Application,"['grant.2641280', 'grant.2658004']","[{'id': 'grid.423392.d', 'acronym': 'BRM', 'name': 'Biomedical Research Models (United States)', 'country_name': 'United States'}]","['Biomedical Research Models Inc', 'BIOMEDICAL RES MODELS INC']",2014-07-10,US-20140193483-A1,THERAPEUTIC VACCINES FOR TREATING HERPES SIMPLEX VIRUS TYPE-2 INFECTIONS
"['Kejian Yang', 'Dennis L. Guberski']",,,2016,Application,['grant.2641280'],"[{'id': 'grid.423392.d', 'acronym': 'BRM', 'name': 'Biomedical Research Models (United States)', 'country_name': 'United States'}]","['Biomedical Research Models Inc', 'BIOMEDICAL RES MODELS INC']",2017-09-14,US-20170258894-A1,NOVEL MUCOSAL VACCINATION APPROACH FOR HERPES SIMPLEX VIRUS TYPE-2
"['Alexander Gaiger', 'Martin A. Cheever']",25.0,2006.0,2001,Grant,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'CORIXA CORP']",2006-12-05,US-7144581-B2,Compositions and methods for WT1 specific immunotherapy
"['Alexander Gaiger', 'Molly Smithgall', 'Darrick Carter', 'Martin Cheever', 'Patricia McNeill', 'R. Sutherland', 'Sally Mossman', 'Lawrence Evans', 'Ryan Swanson']",23.0,,2003,Application,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'CORIXA CORP']",2004-07-01,US-20040126362-A1,Compositions and methods for WT1 specific immunotherapy
"['Derek S. Tan', 'David Y. Gin', 'William E. WALKOWICZ', 'Alberto FERNANDEZ-TAJADA', 'Govindaswami Ragupathi']",,,2016,Application,"['grant.2458866', 'grant.2438793', 'grant.2516022']","[{'id': 'grid.51462.34', 'acronym': 'MSK', 'name': 'Memorial Sloan Kettering Cancer Center', 'country_name': 'United States'}]","['Sloan-Kettering Institute for Cancer Research', 'MEMORIAL SLOAN KETTERING CANCER CENTER']",2019-01-10,US-20190010181-A1,"TRITERPENE SAPONIN VARIANTS, METHODS OF SYNTHESIS AND USE THEREOF"
"['Mary L. Disis', 'Vivian Goodell', 'Hailing Lu']",6.0,2012.0,2009,Grant,"['grant.2420915', 'grant.2438816', 'grant.2699002']","[{'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}]","['University of Washington', 'DISIS MARY L', 'GOODELL VIVIAN', 'LU HAILING', 'UNIV WASHINGTON']",2012-07-10,US-8216789-B2,Diagnostic panel of cancer antibodies and methods for use
"['Kejian Yang', 'Dennis L. Guberski']",5.0,,2011,Application,"['grant.2641280', 'grant.2658004']","[{'id': 'grid.423392.d', 'acronym': 'BRM', 'name': 'Biomedical Research Models (United States)', 'country_name': 'United States'}]","['Biomedical Research Models Inc', 'YANG KEJIAN', 'GUBERSKI DENNIS L', 'BIOMEDICAL RES MODELS INC']",2012-02-02,US-20120027841-A1,NOVEL MUCOSAL VACCINATION APPROACH FOR HERPES SIMPLEX VIRUS TYPE-2
"['Jose M. Galarza', 'Demetrius Matassov']",,2016.0,2014,Grant,['grant.2641283'],"[{'id': 'grid.438336.9', 'name': 'TechnoVax (United States)', 'country_name': 'United States'}]","['TechnoVax Inc', 'TECHNOVAX INC']",2016-07-12,US-9387241-B2,Influenza virus-like particle (VLP) compositions
"['Chun-Ming Huang', 'JianFeng Zhang', 'De-chu Tang']",,,2018,Application,['grant.2640696'],"[{'id': 'grid.422117.3', 'name': 'Vaxin (United States)', 'country_name': 'United States'}]","['Altimmune Inc', 'ALTIMMUNE INC']",2019-02-14,US-20190046630-A1,"Targets and compositions for use in decontamination, immunoprophylaxis, and post-exposure therapy against anthrax"
"['Samuel Danishefsky', 'Vadim Dudkin', 'Xudong Geng', 'Mihirbaran Mandal', 'Isaac Kraus']",16.0,,2005,Application,['grant.2370445'],"[{'id': 'grid.51462.34', 'acronym': 'MSK', 'name': 'Memorial Sloan Kettering Cancer Center', 'country_name': 'United States'}]","['Sloan-Kettering Institute for Cancer Research', 'DANISHEFSKY SAMUEL J', 'DUDKIN VADIM', 'GENG XUDONG', 'MANDAL MIHIRBARAN', 'KRAUS ISAAC']",2006-10-12,US-20060229432-A1,Gp120 specific antigens and uses thereof
['Douglas McNeel'],10.0,2007.0,2003,Grant,"['grant.7146525', 'grant.2420915', 'grant.2626496']","[{'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}, {'id': 'grid.453773.1', 'acronym': 'WARF', 'name': 'Wisconsin Alumni Research Foundation', 'country_name': 'United States'}]","['University of Washington', 'Wisconsin Alumni Research Foundation', 'WISCONSIN ALUMNI RES FOUND']",2007-02-20,US-7179797-B2,Methods and compositions for treating prostate cancer using DNA vaccines
"['Chun-Ming Huang', 'JianFeng Zhang', 'De-chu Tang']",,2018.0,2015,Grant,['grant.2640696'],"[{'id': 'grid.422117.3', 'name': 'Vaxin (United States)', 'country_name': 'United States'}]","['Altimmune Inc', 'ALTIMMUNE INC']",2018-05-15,US-9968667-B2,"Targets and compositions for use in decontamination, immunoprophylaxis, and post-exposure therapy against anthrax"
"['Jose M. Galarza', 'Demetrius Matassov']",,,2014,Application,['grant.2641283'],"[{'id': 'grid.438336.9', 'name': 'TechnoVax (United States)', 'country_name': 'United States'}]","['TechnoVax Inc', 'TECHNOVAX INC']",2014-09-25,US-20140286992-A1,INFLUENZA VIRUS-LIKE PARTICLE (VLP) COMPOSITIONS
"['Alexander Gaiger', 'Molly Smithgall', 'Darrick Carter', 'Martin Cheever', 'Patricia McNeill', 'R. Sutherland', 'Sally Mossman', 'Lawrence Evans', 'Ryan Swanson']",20.0,,2002,Application,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'CORIXA CORP']",2003-10-23,US-20030198622-A1,Compositions and methods for WT1 specific immunotherapy
"['Alexander Gaiger', 'Patricia McNeill', 'Nomalie Jaya']",28.0,,2003,Application,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}]","['Corixa Corp', 'CORIXA CORP']",2004-01-29,US-20040018204-A1,Compositions and methods for WT1 specific immunotherapy
"['Alexander Gaiger', 'Martin A. Cheever']",24.0,2006.0,2000,Grant,['grant.2643965'],"[{'id': 'grid.418019.5', 'acronym': 'GSK', 'name': 'GlaxoSmithKline (United States)', 'country_name': 'United States'}, {'id': 'grid.34477.33', 'acronym': 'UW', 'name': 'University of Washington', 'country_name': 'United States'}]","['University of Washington', 'Corixa Corp', 'UNIV WASHINGTON']",2006-10-03,US-7115272-B1,Compositions and methods for WT1 specific immunotherapy
